data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
athey2017estimation2,mse,2000,10,0.5,0.352468780707568,0.767833971651271,0.574042023392394,0.399062772048637,1,kriging,1.73150878434427
athey2017estimation2,mse,2000,10,0.5,0.517407254315913,0.996734305983409,0.934219113783911,0.138614472933114,1,earth,1.73144260655383
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0514239903228626
athey2017estimation2,mse,2000,10,0.5,0.327115462860093,0.705245555378497,0.233748414553702,0.377171234227717,1,kriging,0.83435819551219
athey2017estimation2,mse,2000,10,0.5,0.195620675804093,0.820138310082257,0.162538266042247,0.239692606730387,1,earth,0.801684265317769
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0759247307232391
xlearners6,mse,500,20,0.5,0.579931791406125,0.0578310466371477,0.554556803544983,0.983226123498753,1,kriging,1.15812756764126e-05
xlearners6,mse,500,20,0.5,0.424115580040962,0.978780088713393,0.132077312795445,0.999358590459451,1,earth,1.49879478478912e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,6.93529920815283e-06
xlearners1,mse,500,10,0.5,0.00647838180884719,0.475453633116558,0.344692848157138,0.908452057978138,1,kriging,11.9660034592326
xlearners1,mse,500,10,0.5,0.0177455258090049,0.785897497786209,0.917652257950976,0.964568187249824,1,earth,17.426004019456
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.3947913402491
xlearners4,mse,500,10,0.5,0.0581833284813911,0.928278618259355,0.124469680944458,0.942198442062363,1,kriging,0.00875319809134265
xlearners4,mse,500,10,0.5,0.0423256631474942,0.397477497113869,0.358589231502265,0.977214914280921,1,earth,0.003700304603474
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0103239572590961
athey2017estimation2,mse,2000,10,0.5,0.341367104556412,0.777851447463036,0.482909409562126,0.477715004002675,1,kriging,1.1002113178782
athey2017estimation2,mse,2000,10,0.5,0.0056713807862252,0.431052771629766,0.950552406255156,0.178186092060059,1,earth,1.77981106426893
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0546409804360476
athey2017estimation2,mse,500,10,0.5,0.192259944044054,0.834139192011207,0.605863768374547,0.76971058989875,1,kriging,1.62598831235753
athey2017estimation2,mse,500,10,0.5,0.289167193230242,0.928764265263453,0.113185929134488,0.117993931984529,1,earth,1.04095751206843
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.258081379366186
athey2017estimation2,mse,500,10,0.5,0.29872116423212,0.92295320215635,0.291003058198839,0.753602675627917,1,kriging,1.12132843672407
athey2017estimation2,mse,500,10,0.5,0.455414024414495,0.979176613967866,0.923615282634273,0.964380497345701,1,earth,1.54592408082204
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.202559183887318
athey2017estimation1,mse,2000,10,0.5,0.48779585910961,0.805373249109834,0.208860201761127,0.410211618291214,1,kriging,0.419379833314115
athey2017estimation1,mse,2000,10,0.5,0.304211918730289,0.915439078584313,0.98001208063215,0.0397490072064102,1,earth,0.984039412920772
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0557742187796865
xlearners6,mse,2000,20,0.5,0.366957566235214,0.263653919799253,0.445640617515892,0.984426630428061,1,kriging,2.76741159998587e-06
xlearners6,mse,2000,20,0.5,0.299238450825214,0.984296179143712,0.249399150023237,0.998155492823571,1,earth,6.72905061567349e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.45284047967236e-07
xlearners1,mse,500,10,0.5,0.0238785538822412,0.637231211410835,0.859986936207861,0.993123998865485,1,kriging,16.9301208089493
xlearners1,mse,500,10,0.5,0.00672327494248748,0.881441947072744,0.272494479082525,0.973561590304598,1,earth,13.4535429706803
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,16.858266454413
xlearners4,mse,500,10,0.5,0.198747183894739,0.847188162151724,0.184319958090782,0.82382162916474,1,kriging,0.0271827777951752
xlearners4,mse,500,10,0.5,0.0175856819842011,0.251520988531411,0.164089618716389,0.983321901876479,1,earth,0.033800558434752
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0249188120842248
xlearners6,mse,2000,20,0.5,0.807680445956066,0.185038127703592,0.447222087299451,0.995219713076949,1,kriging,2.04818571756289e-06
xlearners6,mse,2000,20,0.5,0.348280565114692,0.843304955167696,0.0547887661959976,0.998322744388133,1,earth,6.47152258805283e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.64361030391376e-08
athey2015machine1,mse,500,10,0.5,0.358604661654681,0.746473025297746,0.372936639003456,0.552749475697055,1,kriging,0.211698468997622
athey2015machine1,mse,500,10,0.5,0.619250778108835,0.990657852264121,0.932079556630924,0.719053253997117,1,earth,0.00051394879059472
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.92011626295321
xlearners4,mse,2000,10,0.5,0.108685101848096,0.619018481811509,0.00914742448367178,0.887367406394333,1,kriging,0.00222910315724847
xlearners4,mse,2000,10,0.5,0.00690057780593634,0.87460521236062,0.0779409792739898,0.996811891440302,1,earth,0.00154908448136386
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00318991073807984
athey2017estimation1,mse,2000,10,0.5,0.390443257987499,0.682159548159689,0.175871153827757,0.461793538415805,1,kriging,0.421638950438477
athey2017estimation1,mse,2000,10,0.5,0.688067979877815,0.987332174554467,0.513211327604949,0.753497546538711,1,earth,0.996961570306149
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0485883098892172
xlearners1,mse,500,10,0.5,0.0443278758320957,0.182793044485152,0.548052196856588,0.978896851185709,1,kriging,16.1074388276818
xlearners1,mse,500,10,0.5,0.00144410296343267,0.832481337711215,0.850013171089813,0.164852768648416,1,earth,16.1230760070161
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,11.9153506167339
xlearners6,mse,2000,20,0.5,0.132145126117393,0.951597458682954,0.236487857764587,0.992486554430798,1,kriging,6.01288785610974e-09
xlearners6,mse,2000,20,0.5,0.172315442468971,0.941099759191275,0.0701615470461547,0.998536299914122,1,earth,2.26972223294415e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.93165412787952e-08
xlearners1,mse,2000,10,0.5,0.0548847576137632,0.597276018932462,0.381705455016345,0.995296082692221,1,kriging,9.10455910526156
xlearners1,mse,2000,10,0.5,0.0103518918622285,0.455990265589207,0.847189813153818,0.906198720214888,1,earth,16.2460374204497
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,4.7331007434605
xlearners1,mse,500,10,0.5,0.110438194824383,0.662215179298073,0.434129469096661,0.852605898166075,1,kriging,11.4581469796646
xlearners1,mse,500,10,0.5,0.00256897276267409,0.760969134513289,0.750468136742711,0.903029435081407,1,earth,16.2893774646473
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,9.98083650168146
athey2017estimation2,mse,500,10,0.5,0.316912265727296,0.825648340163752,0.411783583462238,0.713471537455916,1,kriging,1.11059766910687
athey2017estimation2,mse,500,10,0.5,0.112981153419241,0.985032761469483,0.956063283607364,0.810976661043242,1,earth,1.63029956700129
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.15927398443421
xlearners1,mse,500,10,0.5,0.0502917633857578,0.764569031074643,0.404849746497348,0.744166632881388,1,kriging,10.0733646881469
xlearners1,mse,500,10,0.5,0.000148834194988012,0.384490597294644,0.993002579081804,0.867979494389147,1,earth,16.0049726920287
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,13.7923736849637
athey2017estimation2,mse,2000,10,0.5,0.377366658532992,0.777833496918902,0.57392167695798,0.371120920404792,1,kriging,1.85300746311336
athey2017estimation2,mse,2000,10,0.5,0.00711532891727984,0.460896356729791,0.427733419230208,0.288278571562842,1,earth,0.930279355444443
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0597745239559364
athey2017estimation2,mse,500,10,0.5,0.32384030870162,0.940381546970457,0.336066980613396,0.717988344840705,1,kriging,1.11274940689813
athey2017estimation2,mse,500,10,0.5,0.607789095491171,0.957810685737059,0.0302243044134229,0.721862345468253,1,earth,1.06085545056399
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.144952012710101
xlearners4,mse,2000,10,0.5,0.0295200056862086,0.726906164549291,0.00491758831776679,0.871178343426436,1,kriging,0.00379731676393198
xlearners4,mse,2000,10,0.5,0.0251280311495066,0.34255039296113,0.0887359876651317,0.968342992244288,1,earth,0.00310701680132221
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0039654335397029
xlearners4,mse,2000,10,0.5,0.253755144309253,0.7333386647515,0.0590022138785571,0.963344305288047,1,kriging,0.00132447265191222
xlearners4,mse,2000,10,0.5,0.00924046197906137,0.0100372987799346,0.077689919853583,0.960778483422473,1,earth,0.00115788844704769
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00298399779096543
athey2017estimation1,mse,500,10,0.5,0.408852830296382,0.865654320688918,0.111929690698162,0.734665054827929,1,kriging,0.645315033560476
athey2017estimation1,mse,500,10,0.5,0.281766773667186,0.701038992032409,0.673583679832518,0.801439003320411,1,earth,1.01245123556841
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.206546234396899
xlearners6,mse,500,20,0.5,0.120720430277288,0.14603765308857,0.843865693314001,0.974868593504652,1,kriging,7.77002511132501e-07
xlearners6,mse,500,20,0.5,0.993553347885609,0.539079565787688,0.451033073710278,0.414507188135758,1,earth,3.50681257837346e-07
