data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners1,mse,500,10,0.5,0.0707096680998802,0.380496055120602,0.319128116825595,0.924657917581499,1,kriging,12.3315856617848
xlearners1,mse,500,10,0.5,0.054508768953383,0.0102454884909093,0.730855965055525,0.0975725832395256,1,earth,16.9032435843124
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.5639057102005
athey2015machine1,mse,500,10,0.5,0.246807364048436,0.669563761912286,0.369726872770116,0.78046268527396,1,kriging,0.156142651266606
athey2015machine1,mse,500,10,0.5,0.383558435132727,0.982895785244182,0.193426989717409,0.158009545644745,1,earth,0.275311467112159
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.36284078529618
athey2017estimation2,mse,500,10,0.5,0.181446959031746,0.805234379367903,0.352575128432363,0.389407784910873,1,kriging,1.23682709419324
athey2017estimation2,mse,500,10,0.5,0.490039094816893,0.965962486108765,0.870018168818206,0.386704953154549,1,earth,1.70334049663101
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.301346960132347
athey2015machine1,mse,500,10,0.5,0.331339865922928,0.846800837898627,0.431008848361671,0.606342835351825,1,kriging,0.280284262843379
athey2015machine1,mse,500,10,0.5,0.173674879828468,0.996635389048606,0.487105457810685,0.987085175933316,1,earth,0.133606832183673
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.20467994199259
athey2017estimation1,mse,500,10,0.5,0.426044381223619,0.953137130010873,0.330045799724758,0.739927572431043,1,kriging,0.634203997817697
athey2017estimation1,mse,500,10,0.5,0.0793750239536166,0.989959182450548,0.716896439203992,0.554621589370072,1,earth,0.986026855331682
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.186226103363867
xlearners1,mse,2000,10,0.5,0.0230640030931681,0.443530122749507,0.28952298569493,0.55486024892889,1,kriging,8.6086304934621
xlearners1,mse,2000,10,0.5,0.0097472476772964,0.960602869512513,0.499196787597612,0.917911123018712,1,earth,15.4035320154166
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,7.52869888674601
xlearners6,mse,2000,20,0.5,0.504411700647324,0.146908877417445,0.453523155767471,0.999409377807751,1,kriging,7.7985487725128e-07
xlearners6,mse,2000,20,0.5,0.902391129639,0.128761152736843,0.0272468293551356,0.984427804825827,1,earth,2.95055998219914e-08
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.33064937624275e-08
athey2015machine1,mse,500,10,0.5,0.282967859879136,0.824200299102813,0.284636936150491,0.479599455138668,1,kriging,0.288192627052639
athey2015machine1,mse,500,10,0.5,0.0934717503841966,0.578348651062697,0.868539498187602,0.998138579539955,1,earth,0.00145012899144307
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.35568546404074
athey2017estimation1,mse,2000,10,0.5,0.462351711466908,0.765368309337646,0.581622086698189,0.61553014931269,1,kriging,1.01449294504409
athey2017estimation1,mse,2000,10,0.5,0.256403773790225,0.646639598999172,0.877586328890175,0.16040255734697,1,earth,1.01512567635236
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0776618049261474
athey2017estimation1,mse,500,10,0.5,0.29254301963374,0.985050041694194,0.335885418113321,0.421763451304287,1,kriging,0.656322460930775
athey2017estimation1,mse,500,10,0.5,0.140568114118651,0.9939839260187,0.698782246792689,0.0722540116403252,1,earth,0.960258688560229
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.180667658750599
xlearners6,mse,500,20,0.5,0.148454085923731,0.496937887044623,0.647112567676231,0.824176344554871,1,kriging,2.32789474637904e-06
xlearners6,mse,500,20,0.5,0.708282703766599,0.159457248169929,0.177045105490834,0.99545271624811,1,earth,7.59693655295837e-08
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,2.36582962093892e-06
xlearners1,mse,2000,10,0.5,0.102055096998811,0.939395352266729,0.365266643930227,0.926742497365922,1,kriging,10.1899545604761
xlearners1,mse,2000,10,0.5,0.00444218167103827,0.868630646262318,0.61185056087561,0.963430974632502,1,earth,16.8898603240467
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,5.52988775114653
athey2017estimation1,mse,2000,10,0.5,0.458213291829452,0.740155482431874,0.607547267572954,0.535757517674938,1,kriging,0.994579619866515
athey2017estimation1,mse,2000,10,0.5,0.00778988003730774,0.398329275893047,0.498689085477963,0.491325579583645,1,earth,0.906333439209099
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0565422061269683
