data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,0.5,0.586207617772743,0.651809963397682,0.276987515855581,0.805400613462552,1,kriging,1.72514594700241e-08
xlearners6,mse,500,20,0.5,0.884562321240082,0.757033217931166,0.265367323532701,0.344814320094883,1,earth,1.03363538953271e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,1.08632016486911e-06
xlearners6,mse,2000,20,0.5,0.426264270674437,0.493529787985608,0.755683309165761,0.820698113646358,1,kriging,1.80298571665807e-06
xlearners6,mse,2000,20,0.5,0.415892883203924,0.840184412896633,0.0391316837631166,0.994620032608509,1,earth,4.81067283740741e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.72594739124034e-08
athey2017estimation1,mse,2000,10,0.5,0.350473886122927,0.665941993705928,0.432394605129957,0.549799293512478,1,kriging,0.565390487849511
athey2017estimation1,mse,2000,10,0.5,0.469063227297738,0.762032898608595,0.821863842662424,0.642898954916745,1,earth,0.994697498678728
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0593155070437545
xlearners4,mse,500,10,0.5,0.0281768688000739,0.780220950488001,0.0150817406829447,0.894919880433008,1,kriging,0.00422804592625175
xlearners4,mse,500,10,0.5,0.0363977951928973,0.839823348913342,0.064165300456807,0.966409485554323,1,earth,0.00669518355608416
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00722295962796329
athey2017estimation1,mse,2000,10,0.5,0.386277609271929,0.758433201350272,0.543558043194935,0.675173511728644,1,kriging,0.952779619229839
athey2017estimation1,mse,2000,10,0.5,0.395938450470567,0.854887863155454,0.269701179815456,0.00185234216041863,1,earth,0.346332844159178
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0408582642957364
athey2015machine1,mse,500,10,0.5,0.257338438881561,0.813846303150058,0.520293308189139,0.537040495080873,1,kriging,0.132319212452777
athey2015machine1,mse,500,10,0.5,0.0747859498951584,0.99797614547424,0.582082092529163,0.968737908871844,1,earth,0.124812359394816
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.70283260358632
athey2015machine1,mse,500,10,0.5,0.311984048457816,0.808442999841645,0.14492920669727,0.632933742133901,1,kriging,0.364680583265365
athey2015machine1,mse,500,10,0.5,0.00109733291901648,0.681787943467498,0.0108359984587878,0.0681800846941769,1,earth,0.565990435769192
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.66472892684152
athey2017estimation2,mse,500,10,0.5,0.328999905847013,0.847331449855119,0.48052830202505,0.706335527589545,1,kriging,1.38818787843508
athey2017estimation2,mse,500,10,0.5,0.0921755020972341,0.993709575850517,0.732436591992155,0.162701178342104,1,earth,1.81839885083329
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0999355795911681
