data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,2.31675540125353e-06
xlearners6,mse,500,20,0.607672914862633,0.5,0.0567158050835133,0.193133114371449,0.718176403082907,1,earth,4.58038739729759e-08
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,3.53944423838984e-06
athey2017estimation2,mse,2000,10,0.5,0.477085072081536,0.890846120193601,0.479689346859232,0.92474157968536,1,kriging,1.14376543614973
athey2017estimation2,mse,2000,10,0.5,0.596329263877124,0.936683511128649,0.922352583613247,0.235446135513484,1,earth,1.80691295764915
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0778729868115142
xlearners1,mse,500,10,0.5,0.076067227171734,0.148308709263802,0.579057704890147,0.961280677700415,1,kriging,16.0333634828709
xlearners1,mse,500,10,0.5,0.00480484263971448,0.517806586110964,0.531327180331573,0.987542139133438,1,earth,16.064605167452
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,12.6000518962815
xlearners4,mse,2000,10,0.5,0.12928463332355,0.703982190228999,0.0826240205205977,0.910907700657845,1,kriging,0.000985222876206934
xlearners4,mse,2000,10,0.5,0.021558822132647,0.250002772547305,0.0206931992433965,0.933125081006438,1,earth,0.00179317073186874
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00200039596445746
xlearners6,mse,500,20,0.5,0.242766926530749,0.818444994511083,0.710738534340635,0.832382875028998,1,kriging,9.72090711747455e-06
xlearners6,mse,500,20,0.5,0.872638402506709,0.0221578725613654,0.926595913479105,0.57910721655935,1,earth,8.33840310438451e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,5.71724473661231e-06
athey2017estimation2,mse,2000,10,0.5,0.353351690806448,0.819124718429521,0.719968654913828,0.582289283396676,1,kriging,1.76841850581954
athey2017estimation2,mse,2000,10,0.5,0.673487588297576,0.992150727659464,0.0810463826637715,0.584094930905849,1,earth,0.794453191030719
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.053670230637835
xlearners6,mse,500,20,0.5,0.841161440359429,0.497070133220404,0.353266506455839,0.993785939877853,1,kriging,7.23953098358709e-06
xlearners6,mse,500,20,0.5,0.793760599102825,0.508396554272622,0.928155868547037,0.693547062110156,1,earth,1.6407857208328e-05
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,5.73020504092765e-06
xlearners1,mse,500,10,0.5,0.0446933165658265,0.472575360909104,0.187912208493799,0.924411801155657,1,kriging,19.503715500251
xlearners1,mse,500,10,0.5,0.0466431411914527,0.922000244958326,0.922136226901785,0.984843216370791,1,earth,20.6368261371035
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,19.5717731446028
xlearners1,mse,500,10,0.5,0.0575657896697521,0.646805783733726,0.914394743973389,0.964446022873744,1,kriging,16.1860075147529
xlearners1,mse,500,10,0.5,0.00267886370420456,0.733107251580805,0.942492611939088,0.99409899697639,1,earth,16.1068058452593
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.8209873854934
athey2017estimation1,mse,2000,10,0.5,0.493004304822534,0.983878550352529,0.313809767132625,0.287434730678797,1,kriging,0.409210470648468
athey2017estimation1,mse,2000,10,0.5,0.632688112789765,0.984148632502183,0.122571595245972,0.00700647593475878,1,earth,0.324939866610676
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0578387522244894
athey2017estimation1,mse,2000,10,0.5,0.455108177149668,0.817994967801496,0.558348295511678,0.308493226999417,1,kriging,0.981451756472667
athey2017estimation1,mse,2000,10,0.5,0.732900097500533,0.968942362582311,0.482578430790454,0.668776948470622,1,earth,0.690088878919936
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0654675666549977
athey2015machine1,mse,500,10,0.5,0.254002422327176,0.767107389168814,0.529365858063102,0.566568310139701,1,kriging,0.00522825937811243
athey2015machine1,mse,500,10,0.5,0.106468820944428,0.997557464754209,0.292856458807364,0.872016801731661,1,earth,0.139056505622378
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.50854995383022
xlearners4,mse,500,10,0.5,0.248633603332564,0.538691927446052,0.341101339319721,0.985376507276669,1,kriging,0.0187958236684621
xlearners4,mse,500,10,0.5,0.00142182852141559,0.583703417563811,0.0219075456261635,0.949710322078317,1,earth,0.0286594171104327
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0407780865612321
athey2017estimation2,mse,2000,10,0.5,0.364002726972103,0.828099269187078,0.0959905185736716,0.540393598377705,1,kriging,0.79821156311766
athey2017estimation2,mse,2000,10,0.5,0.453651682240888,0.982062934199348,0.238994177430868,0.570516405394301,1,earth,0.861877602807835
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0394086630101322
athey2017estimation2,mse,500,10,0.5,0.254081452731043,0.990528174908832,0.549555870471522,0.849520806223154,1,kriging,1.75907953178433
athey2017estimation2,mse,500,10,0.5,0.284263822715729,0.967449291842058,0.483493086649105,0.0207434224430472,1,earth,1.38734974403339
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.276019301059649
athey2017estimation2,mse,2000,10,0.5,0.51981766615063,0.917606094619259,0.603426827583462,0.131848759949207,1,kriging,1.81007263281157
athey2017estimation2,mse,2000,10,0.5,0.0067504036705941,0.993425613036379,0.351027825148776,0.454064491903409,1,earth,0.907188175562314
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0793905385263388
athey2017estimation2,mse,2000,10,0.5,0.396436833078042,0.69852938503027,0.67013404215686,0.705416797893122,1,kriging,1.83443011193674
athey2017estimation2,mse,2000,10,0.5,0.101049270713702,0.551406173035502,0.27941538603045,0.74154936010018,1,earth,0.842989857240217
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0787328150552353
xlearners6,mse,2000,20,0.5,0.18325596023351,0.959668356226757,0.17136479052715,0.97322248457931,1,kriging,9.09885129351295e-08
xlearners6,mse,2000,20,0.5,0.0028666565194726,0.571208643494174,0.706316900672391,0.99679949064739,1,earth,2.78054329689768e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,5.49633591155112e-08
xlearners4,mse,2000,10,0.5,0.211990312673151,0.935771263903007,0.029962241416797,0.991722284816206,1,kriging,0.00183137122205402
xlearners4,mse,2000,10,0.5,0.0785135547630489,0.368659299332649,0.0379762127995491,0.938028076430783,1,earth,0.00195472109822064
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00340012029642777
xlearners1,mse,500,10,0.5,0.0443553829099983,0.600265325978398,0.262907185126096,0.970017609652132,1,kriging,14.1686042780265
