data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,5.15274124126391e-06
xlearners6,mse,500,20,0.0064873828087002,0.5,0.963394194608554,0.940102710621431,0.95722724404186,1,earth,2.59387112597894e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,2.11052535598552e-06
xlearners4,mse,500,10,0.5,0.117234150413424,0.951352699892595,0.232438769191504,0.996903860010207,1,kriging,0.00153942583853227
xlearners4,mse,500,10,0.5,0.11322347051464,0.544070096919313,0.0179510714951903,0.969643879448995,1,earth,0.00867817730873116
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0147283526788929
athey2015machine1,mse,500,10,0.5,0.308142157271504,0.80521297105588,0.322972893947735,0.645936285145581,1,kriging,0.221615094429473
athey2015machine1,mse,500,10,0.5,0.309994000708684,0.821005911100656,0.987936976598576,0.987756762653589,1,earth,0.00105486545015965
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.69572227303366
athey2015machine1,mse,2000,10,0.5,0.304550884990022,0.793687029741704,0.67328792787157,0.677568376297131,1,kriging,0.00234900238417126
athey2015machine1,mse,2000,10,0.5,0.534589966991916,0.987957186298445,0.211505910381675,0.0511445098090917,1,earth,0.568341670891425
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.53640507004644
athey2017estimation1,mse,2000,10,0.5,0.458695879904553,0.704571380279958,0.310100397560745,0.425464600557461,1,kriging,0.414128911978917
athey2017estimation1,mse,2000,10,0.5,0.698732887627557,0.991377282422036,0.55296426336281,0.607312774285674,1,earth,0.975362610325914
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0321423668396107
athey2017estimation1,mse,500,10,0.5,0.269050097791478,0.76205303799361,0.241249438142404,0.518942263443023,1,kriging,0.599440066328323
athey2017estimation1,mse,500,10,0.5,0.0609950076323003,0.994489815086126,0.945773296291009,0.943860002560541,1,earth,1.02078455634341
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.118691853373339
xlearners1,mse,500,10,0.5,0.0272159348241985,0.685368518345058,0.480055884458125,0.822383353020996,1,kriging,23.3595482181435
xlearners1,mse,500,10,0.5,0.0145799794699997,0.977124400204048,0.517154154833406,0.973945352016017,1,earth,26.0763030539424
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,21.2377723556414
athey2017estimation1,mse,500,10,0.5,0.302045304328203,0.801294435746968,0.518749251030385,0.742823501117527,1,kriging,1.03483566128587
athey2017estimation1,mse,500,10,0.5,0.00125042977742851,0.930388789623976,0.899101877817884,0.984789177775383,1,earth,1.03326847763974
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.158969589795549
athey2017estimation2,mse,500,10,0.5,0.23496286268346,0.778464419068769,0.22526380000636,0.593165795318782,1,kriging,0.995460060150199
athey2017estimation2,mse,500,10,0.5,0.179843716789037,0.992668281542137,0.892874049721286,0.946703954134136,1,earth,1.54358156022315
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.136586454213284
xlearners1,mse,2000,10,0.5,0.0762813736218959,0.492737761233002,0.712370039429516,0.999243931146339,1,kriging,16.1122358769817
xlearners1,mse,2000,10,0.5,0.00707493745721877,0.580505370860919,0.105189618654549,0.99795834440738,1,earth,7.65825282379845
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,2.06055141936389
athey2017estimation1,mse,500,10,0.5,0.310489940689877,0.868808193132281,0.438686722423881,0.647869032574818,1,kriging,0.682845731704367
athey2017estimation1,mse,500,10,0.5,0.0477290265262127,0.999685354763642,0.433975046500564,0.901658118935302,1,earth,0.674519185439337
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0864254644277083
athey2017estimation1,mse,500,10,0.5,0.429587404010817,0.838313132757321,0.390740514965728,0.634828192647547,1,kriging,0.70777015372775
athey2017estimation1,mse,500,10,0.5,0.385321923764423,0.996644261758775,0.163892878917977,0.187844873871654,1,earth,0.560810313380645
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.186930451864557
athey2017estimation2,mse,500,10,0.5,0.266797603107989,0.951861005276442,0.511147044599056,0.719647359568626,1,kriging,1.91881605718702
athey2017estimation2,mse,500,10,0.5,0.546599939232692,0.999866161029786,0.726550556952134,0.0317650667857379,1,earth,1.91325775273245
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.187776385700872
athey2015machine1,mse,500,10,0.5,0.268850452266634,0.8783449025359,0.114550976082683,0.698219394078478,1,kriging,0.21934395227845
athey2015machine1,mse,500,10,0.5,0.00447834562510252,0.415244581177831,0.0901606471743435,0.610950303263962,1,earth,0.219768177564968
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.53679447183292
athey2015machine1,mse,2000,10,0.5,0.355586413061246,0.80460598715581,0.412905572913587,0.44641235563904,1,kriging,0.439688951628096
athey2015machine1,mse,2000,10,0.5,0.943190941121429,0.958939405623823,0.965141318272799,0.550052078440785,1,earth,0.0091136092645813
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.377371590073
xlearners6,mse,2000,20,0.5,0.0138513841666281,0.586145978886634,0.56274594925344,0.927141259424388,1,kriging,2.9848730716944e-07
xlearners6,mse,2000,20,0.5,0.390144704841077,0.517243950394914,0.546361610526219,0.478936679661274,1,earth,3.56285293973138e-10
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.03139693272419e-08
athey2017estimation1,mse,2000,10,0.5,0.53121304884553,0.708527394803241,0.36719213379547,0.396731716115028,1,kriging,0.490176114924605
athey2017estimation1,mse,2000,10,0.5,0.020145682618022,0.366106263361871,0.0430451212450862,0.411609304603189,1,earth,0.364065052328854
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0847028388534107
athey2015machine1,mse,500,10,0.5,0.254247256321833,0.880725090857595,0.52011919231154,0.580442788777873,1,kriging,0.0450718735289663
athey2015machine1,mse,500,10,0.5,0.395695319166407,0.999285343801603,0.123528185999021,0.145855964627117,1,earth,0.369915035439167
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.98249489772897
xlearners1,mse,2000,10,0.5,0.0857999480795115,0.542434875154868,0.224951821379364,0.782395287649706,1,kriging,8.41065700227933
xlearners1,mse,2000,10,0.5,0.201139150885865,0.872629312099889,0.276406057411805,0.0237403050996363,1,earth,8.10633780605148
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,4.10042679039182
xlearners1,mse,2000,10,0.5,0.0402827786747366,0.804075323045254,0.36161092040129,0.632208916824311,1,kriging,8.94123718613413
xlearners1,mse,2000,10,0.5,0.0108521371148527,0.873794957064092,0.682076874421909,0.846978899324313,1,earth,16.0613782359187
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,8.12589050860894
athey2017estimation1,mse,2000,10,0.5,0.560087526217103,0.825543883023784,0.474261134164408,0.313225491670892,1,kriging,0.640817871514565
athey2017estimation1,mse,2000,10,0.5,0.619972919579595,0.988742677029222,0.505334306275472,0.909851953620091,1,earth,0.970781521455194
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.064713670586644
athey2015machine1,mse,2000,10,0.5,0.312972568674013,0.779756529722363,0.212406172184274,0.500435965135694,1,kriging,0.515011910360546
athey2015machine1,mse,2000,10,0.5,0.168512070318684,0.981481864117086,0.959924874128774,0.0493282780516893,1,earth,0.00027785931967833
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.69570456094909
athey2017estimation2,mse,2000,10,0.5,0.503848789725453,0.903802886605263,0.321140933316201,0.590014646295458,1,kriging,0.912645282883285
athey2017estimation2,mse,2000,10,0.5,0.282562730368227,0.751484730746597,0.993237939896062,0.994455819483846,1,earth,1.75241884541659
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.078351445162465
xlearners6,mse,2000,20,0.5,0.381328367395326,0.71408075094223,0.628869462059811,0.996044412953779,1,kriging,3.01560289890421e-07
xlearners6,mse,2000,20,0.5,0.0998606139328331,0.713877913542092,0.0562049807049334,0.995232363464311,1,earth,2.03553332596418e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.35468762594054e-08
athey2015machine1,mse,500,10,0.5,0.169210704276338,0.726017767330632,0.151387839345261,0.725183839909732,1,kriging,0.208735277736011
athey2015machine1,mse,500,10,0.5,0.198645917698741,0.993356246734038,0.266450154362246,0.497250957414508,1,earth,0.225707686236215
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.87199979194831
athey2015machine1,mse,500,10,0.5,0.256027076859027,0.798229193547741,0.289104373427108,0.556652238825336,1,kriging,0.159689861053335
athey2015machine1,mse,500,10,0.5,0.270954532083124,0.974482101621106,0.145198158919811,0.980669694487005,1,earth,0.159429319661257
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.2235932742555
xlearners4,mse,2000,10,0.5,0.134356756228954,0.955454360693693,0.00746411690488458,0.914731946075335,1,kriging,0.00202877790913195
xlearners4,mse,2000,10,0.5,0.05176034825854,0.477008005836979,0.0107234041206539,0.983356532873586,1,earth,0.00190161516335183
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00250527652135543
xlearners4,mse,2000,10,0.5,0.0795566958840936,0.875863997032866,0.0504237366840243,0.956809244584292,1,kriging,0.00195294861209723
xlearners4,mse,2000,10,0.5,0.0752052871976048,0.828317214734852,0.105710526462644,0.97601432655938,1,earth,0.0016642695423249
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00247940753532882
athey2017estimation1,mse,500,10,0.5,0.229693353874609,0.813324487302452,0.643084164010361,0.540067280177027,1,kriging,0.982826591168656
athey2017estimation1,mse,500,10,0.5,0.437203396577388,0.98465605196543,0.783075493061915,0.936065350426361,1,earth,0.982198273701794
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.271248255016711
athey2015machine1,mse,2000,10,0.5,0.365001868922263,0.772842759266496,0.499485168838874,0.395271422108635,1,kriging,0.0023544972672372
athey2015machine1,mse,2000,10,0.5,0.560314466711134,0.998497931752354,0.918959058821201,0.0988989993929863,1,earth,0.00113104778379185
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.52827538906337
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,kriging,5.28919198715217e-07
xlearners6,mse,2000,20,0.62046884605661,0.5,0.99262345652096,0.15451066987589,0.995065971044824,1,earth,1.13130501472084e-08
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,notune,4.62765831735009e-08
athey2017estimation1,mse,2000,10,0.5,0.57936399942264,0.907798415748402,0.516398088075221,0.495304824318737,1,kriging,0.95810812975943
athey2017estimation1,mse,2000,10,0.5,0.519758466631174,0.979213269194588,0.697138746734709,0.733533054124564,1,earth,0.958002460224129
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0363576151227964
athey2015machine1,mse,2000,10,0.5,0.438156556105241,0.797821094514802,0.329791067866609,0.502076741075143,1,kriging,0.410136476991549
athey2015machine1,mse,2000,10,0.5,0.619771344121546,0.998007485643029,0.946252721128985,0.715206026798114,1,earth,0.00250154026425202
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.41722503579555
xlearners4,mse,2000,10,0.5,0.22966326167807,0.806104207178578,0.0422101251315325,0.798235798953101,1,kriging,0.00211720805872941
xlearners4,mse,2000,10,0.5,0.034519329899922,0.724386015674099,0.159119948511943,0.963933670893312,1,earth,0.00132417966788083
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00360385143536652
xlearners4,mse,2000,10,0.5,0.219912895699963,0.527218024944887,0.00704275397583842,0.722632979275659,1,kriging,0.00314240636284859
