data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners4,mse,500,10,0.5,0.230630384525284,0.736924964468926,0.306493452517316,0.986880928976461,1,kriging,0.00108200093492634
xlearners4,mse,500,10,0.5,0.0297044550534338,0.50936062913388,0.284966830164194,0.995272013824433,1,earth,0.000411381401637767
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00548720182048527
xlearners1,mse,500,10,0.5,0.0313208422157913,0.782846547197551,0.836974196368828,0.905933591537178,1,kriging,15.8211786880629
xlearners1,mse,500,10,0.5,0.0388288402464241,0.91412444668822,0.0571087060961872,0.865856086835265,1,earth,11.4745911854116
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.9522398085375
xlearners1,mse,2000,10,0.5,0.00704662967473269,0.382391470717266,0.514105735812336,0.862174639245495,1,kriging,16.0564726727974
xlearners1,mse,2000,10,0.5,0.00462043355219066,0.535234653623775,0.488317674724385,0.892138278810307,1,earth,13.3498211425061
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.63118980989655
xlearners4,mse,2000,10,0.5,0.296375579899177,0.674939697608352,0.127872171346098,0.895973081002012,1,kriging,0.000782212094123464
xlearners4,mse,2000,10,0.5,0.0442484393715858,0.415833133971319,0.0405231113545597,0.964734721696004,1,earth,0.000882563256277835
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00241362783072691
xlearners1,mse,2000,10,0.5,0.0215920279733837,0.519137648167089,0.63047571410425,0.87238987069577,1,kriging,16.095135457336
xlearners1,mse,2000,10,0.5,0.00184850231744349,0.952818748774007,0.902795464033261,0.973671767162159,1,earth,16.0719639687074
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,1.24745243510629
athey2017estimation1,mse,2000,10,0.5,0.521198066882789,0.789388288743794,0.135764462174848,0.655817644670606,1,kriging,0.438902744297385
athey2017estimation1,mse,2000,10,0.5,0.69771023071371,0.989677319303155,0.493741872254759,0.68903092853725,1,earth,0.770979868374892
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0584892674147801
xlearners6,mse,500,20,0.5,0.437228706665337,0.319144089240581,0.843838888918981,0.540784185286611,1,kriging,6.73600422903141e-07
xlearners6,mse,500,20,0.5,0.449630176415667,0.736945746932179,0.280337767675519,0.810420877765864,1,earth,4.05459343286071e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,3.66817159517683e-06
xlearners1,mse,2000,10,0.5,0.00681636086665094,0.861027611652389,0.857595953624696,0.974053648998961,1,kriging,16.0062355764241
xlearners1,mse,2000,10,0.5,0.00815410516224802,0.858464304124936,0.500548564828932,0.988014318048954,1,earth,15.9701422940863
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,2.74557244787624
athey2015machine1,mse,2000,10,0.5,0.304782702587545,0.827016372932121,0.416481374297291,0.616745256120339,1,kriging,0.3804657446947
athey2015machine1,mse,2000,10,0.5,0.223953156964853,0.99958037934266,0.47622532886453,0.0857503518927842,1,earth,0.318480730867112
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.30138538673447
athey2015machine1,mse,2000,10,0.5,0.339826106326655,0.735067125875503,0.495672721648589,0.667876876192167,1,kriging,0.0852273269427558
athey2015machine1,mse,2000,10,0.5,0.392612061463296,0.984402682632208,0.208772720070556,0.495047587202862,1,earth,0.515513451725693
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.63220303577785
xlearners4,mse,2000,10,0.5,0.162567915394902,0.666763197397813,0.0215676606167108,0.915586961898953,1,kriging,0.00171831907523662
xlearners4,mse,2000,10,0.5,0.0269766405690461,0.609269085573032,0.0951528917066753,0.860578529303893,1,earth,0.00152233592514302
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00355637158421724
xlearners1,mse,500,10,0.5,0.00308582605794072,0.808076655725017,0.372161842184141,0.97008137148805,1,kriging,11.1997463924276
xlearners1,mse,500,10,0.5,0.0339501125272363,0.561408266890794,0.717247014632449,0.985875633778051,1,earth,16.1408078940864
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,13.9132187209699
xlearners1,mse,2000,10,0.5,0.0813085732515901,0.840479980688542,0.444041317561641,0.831216492457315,1,kriging,10.4764307538583
xlearners1,mse,2000,10,0.5,0.0190178363118321,0.830785505240783,0.0936263622716069,0.954018361866474,1,earth,8.92246702369068
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.54893896396721
xlearners1,mse,2000,10,0.5,0.05981604475528,0.746940245851874,0.714227550430223,0.918028178391978,1,kriging,16.0386373889904
xlearners1,mse,2000,10,0.5,0.0212263534776866,0.297495499486104,0.675566982012242,0.955765528837219,1,earth,16.0181075786893
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,5.26799334515509
athey2017estimation2,mse,500,10,0.5,0.253078771056607,0.890526467002928,0.583415103610605,0.661522593116388,1,kriging,1.84362390925478
athey2017estimation2,mse,500,10,0.5,0.0112802688963711,0.998291910858825,0.876832152949646,0.896990078035742,1,earth,1.84451201737181
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.159926781271251
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.6897543124194e-05
xlearners6,mse,500,20,0.323785542743281,0.5,0.75247285165824,0.757855907548219,0.141985897440463,1,earth,1.07342568263515e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.6914031773612e-06
xlearners6,mse,500,20,0.5,0.455571327125654,0.276696446817368,0.611189204500988,0.637958155479282,1,kriging,3.28939977559673e-08
xlearners6,mse,500,20,0.5,0.674267892492935,0.995873864274472,0.950622333446518,0.990548651665449,1,earth,6.88704287553776e-07
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,4.60065029043269e-06
athey2015machine1,mse,2000,10,0.5,0.426312607480213,0.677373623708263,0.29469604906626,0.594341588206589,1,kriging,0.416810423979834
athey2015machine1,mse,2000,10,0.5,0.19933386426419,0.70155509817414,0.209716530516744,0.123075447743759,1,earth,0.513272823904294
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.23516466891475
xlearners4,mse,500,10,0.5,0.141889384947717,0.610569512005895,0.0176715513225645,0.881507724989206,1,kriging,0.00267789539042861
xlearners4,mse,500,10,0.5,0.0177711371798068,0.849844011478126,0.0975188380107284,0.918767675058916,1,earth,0.00155247286031205
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00263523499410568
athey2017estimation2,mse,2000,10,0.5,0.240010416600853,0.652952872915193,0.177670696051791,0.614533444168046,1,kriging,0.848441821241031
athey2017estimation2,mse,2000,10,0.5,0.039940063143149,0.976109638810158,0.986869797809049,0.812697801040486,1,earth,1.76618880962362
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0640822806060852
athey2017estimation1,mse,2000,10,0.5,0.491240225033835,0.776392813073471,0.395738845923916,0.412155007012188,1,kriging,0.507100817173895
athey2017estimation1,mse,2000,10,0.5,0.703059974359348,0.725627852836624,0.929424009518698,0.972540479619056,1,earth,1.00073883964525
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0585758230514404
xlearners1,mse,2000,10,0.5,0.0205332466866821,0.893823808291927,0.646957972552627,0.639243747340515,1,kriging,16.7966511885113
xlearners1,mse,2000,10,0.5,0.00961032300256193,0.891719606006518,0.559548399876803,0.994375078938901,1,earth,16.7227907813651
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,6.62774185500888
athey2017estimation1,mse,500,10,0.5,0.302785202395171,0.833476054482162,0.201828179648146,0.457023381488398,1,kriging,0.646243088289376
athey2017estimation1,mse,500,10,0.5,0.0326759719755501,0.995358886662871,0.102529841708019,0.651265503605828,1,earth,0.645823472162523
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.272080522292105
athey2017estimation1,mse,500,10,0.5,0.3313738766592,0.96413557510823,0.526510140160099,0.672127984231338,1,kriging,0.983847697306215
athey2017estimation1,mse,500,10,0.5,0.0313473439309746,0.992092652479187,0.14984665857628,0.357820729957893,1,earth,0.530241205625939
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0759855172461467
xlearners6,mse,2000,20,0.5,0.0674678387586027,0.63498125388287,0.211879787500948,0.986964705167338,1,kriging,8.6791671864941e-08
xlearners6,mse,2000,20,0.5,0.149586874293163,0.970811753766611,0.548152545467019,0.980586030054837,1,earth,7.93898516760067e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.42989592951249e-08
athey2017estimation2,mse,2000,10,0.5,0.399498636601493,0.80240995879285,0.478236028924584,0.347663704538718,1,kriging,1.05696698652067
athey2017estimation2,mse,2000,10,0.5,0.00315484218299389,0.503684814553708,0.462455414002761,0.512133878655732,1,earth,0.99334917834348
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0558587053846106
xlearners6,mse,2000,20,0.5,0.0715141668915749,0.879233260406181,0.300075497245416,0.952474338700995,1,kriging,5.27653355006712e-06
