data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,kriging,3.1756812299078e-07
xlearners6,mse,2000,20,0.0307341369334608,0.5,0.9617055200506,0.997142330044881,0.99580706958659,1,earth,1.64023113022921e-06
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,notune,7.2144585287249e-08
athey2017estimation2,mse,500,10,0.5,0.319355522282422,0.930388919077814,0.60769476252608,0.605734350858256,1,kriging,1.81966783693153
athey2017estimation2,mse,500,10,0.5,0.447944348677993,0.984827782493085,0.617655247449875,0.336756965145469,1,earth,1.8187059919529
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.110904847104287
athey2017estimation2,mse,500,10,0.5,0.27853443310596,0.830034825252369,0.554408397059888,0.805448300205171,1,kriging,1.75375565741524
athey2017estimation2,mse,500,10,0.5,0.278765585273504,0.759788206312805,0.404776851413772,0.399137575179338,1,earth,1.27376582239923
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.37538827454654
athey2017estimation1,mse,500,10,0.5,0.322839614236727,0.881785921053961,0.514907775912434,0.68601027620025,1,kriging,1.00847574938148
athey2017estimation1,mse,500,10,0.5,0.365339368348941,0.799355613766238,0.651122279232368,0.0257707841228694,1,earth,1.00919823492823
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.15367730185382
athey2017estimation1,mse,2000,10,0.5,0.521353345597163,0.888330175308511,0.54843956627883,0.410607836674899,1,kriging,1.00694590834051
athey2017estimation1,mse,2000,10,0.5,0.32351787132211,0.995646681170911,0.223564562853426,0.654674923280254,1,earth,0.419556417440901
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0438026037006822
xlearners1,mse,2000,10,0.5,0.087832466699183,0.940680337371305,0.58018190599978,0.868583982577547,1,kriging,16.74378046492
xlearners1,mse,2000,10,0.5,0.00403565308079123,0.905374958878383,0.693527429364622,0.875238985521719,1,earth,16.6527492413411
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,2.97377980193094
athey2017estimation1,mse,2000,10,0.5,0.347328084520996,0.69204602134414,0.252133724279702,0.609734749421477,1,kriging,0.407306191061535
athey2017estimation1,mse,2000,10,0.5,0.182129162829369,0.999883615411818,0.333232147851959,0.800787411397323,1,earth,0.456011184879772
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0437123264415896
athey2017estimation2,mse,2000,10,0.5,0.439821373904124,0.788526874966919,0.398411207133904,0.778185820672661,1,kriging,0.950101921681867
athey2017estimation2,mse,2000,10,0.5,0.554669622331858,0.962554537225515,0.953680106904358,0.252191845094785,1,earth,1.7956201530571
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0760305315336847
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,3.75345562738738e-06
xlearners6,mse,500,20,0.650019242428243,0.5,0.995144221698865,0.14936870126985,0.202861475292593,1,earth,5.16419535429173e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.00079891775854e-06
xlearners1,mse,500,10,0.5,0.0357221413869411,0.335077905096114,0.937888327520341,0.980604239273816,1,kriging,20.6036584174554
xlearners1,mse,500,10,0.5,0.00652731605805457,0.468486295780167,0.541971043916419,0.901145444484428,1,earth,21.3013399803597
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,18.6312347369351
athey2015machine1,mse,500,10,0.5,0.375174249988049,0.790987173793837,0.529899909161031,0.676798024680465,1,kriging,0.00285310266925207
athey2015machine1,mse,500,10,0.5,0.658306879224256,0.953640945488587,0.226924182847142,0.805958004435524,1,earth,0.299012428397378
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.50826951878044
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,7.24873423641745e-06
xlearners6,mse,500,20,0.921900385292247,0.5,0.979432828491554,0.245300504146144,0.840592141728848,1,earth,2.84580693142449e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,2.78953911577745e-06
xlearners1,mse,500,10,0.5,0.0135052048135549,0.452106856973842,0.683439123444259,0.852955942042172,1,kriging,16.0033722240045
xlearners1,mse,500,10,0.5,0.00457719783298671,0.93782893451862,0.596263770014048,0.894308613846079,1,earth,16.126807474906
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.3998374470253
xlearners4,mse,500,10,0.5,0.243655284401029,0.461662052432075,0.0485883729998022,0.966710130451247,1,kriging,0.00508605917228643
xlearners4,mse,500,10,0.5,0.0371342422440648,0.240684943506494,0.211008352227509,0.972769043175504,1,earth,0.00512445256695277
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0160229751911869
athey2017estimation2,mse,500,10,0.5,0.256745129823685,0.848319778917357,0.605048779631034,0.625285922316834,1,kriging,1.8171239420575
athey2017estimation2,mse,500,10,0.5,0.134294994641095,0.989354555495083,0.996472468366846,0.443695331690833,1,earth,1.81611544326122
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.166720012782559
athey2017estimation1,mse,2000,10,0.5,0.519836444873363,0.820935997646302,0.584325178759173,0.218575577950105,1,kriging,0.995352337983601
athey2017estimation1,mse,2000,10,0.5,0.707238143542781,0.988080223323777,0.887881167465821,0.652554830769077,1,earth,0.995827215924484
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0390545808736495
athey2017estimation2,mse,500,10,0.5,0.36832235311158,0.924465615302324,0.631968094268814,0.524971560342237,1,kriging,1.76711429860187
athey2017estimation2,mse,500,10,0.5,0.345512843690813,0.948674877872691,0.98532983334735,0.636219155509025,1,earth,1.76787928832654
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.254124925022079
xlearners4,mse,500,10,0.5,0.158615632914007,0.639088053954765,0.204513153526932,0.992029360029846,1,kriging,0.0190432801597109
xlearners4,mse,500,10,0.5,0.0837967898696661,0.795371083775535,0.0839946104679257,0.97498493664898,1,earth,0.0156228493393088
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0190606022169776
athey2017estimation1,mse,2000,10,0.5,0.519173009786755,0.72990768076852,0.177257533883676,0.391455158824101,1,kriging,0.410413268771595
athey2017estimation1,mse,2000,10,0.5,0.689218736253679,0.992801261134446,0.403165953001007,0.497957667801529,1,earth,0.516295721970579
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0596031287224544
athey2017estimation1,mse,500,10,0.5,0.401642077136785,0.739797927672043,0.468494607834145,0.456303598126397,1,kriging,0.723281418381429
athey2017estimation1,mse,500,10,0.5,0.414579179370776,0.997996280202642,0.856796035310254,0.0238892037887126,1,earth,1.01707722966039
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.062467655586855
xlearners6,mse,500,20,0.5,0.344219911145046,0.756689257454127,0.102777485037223,0.967721646651626,1,kriging,2.71811427377574e-06
xlearners6,mse,500,20,0.5,0.916216117329895,0.906445511849597,0.756673149764538,0.997374560218304,1,earth,6.60882616576586e-07
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,4.66289931625719e-06
xlearners1,mse,500,10,0.5,0.00681426818482578,0.44958097115159,0.229383200174198,0.865780203603208,1,kriging,16.1412965760823
xlearners1,mse,500,10,0.5,0.0243997881188989,0.544281041715294,0.139147559646517,0.961744624190032,1,earth,15.7721821716117
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.2379704422832
athey2017estimation1,mse,500,10,0.5,0.292330414056778,0.867721936898306,0.76106377504766,0.663975222734734,1,kriging,1.05773405166832
athey2017estimation1,mse,500,10,0.5,0.507009105989709,0.999629828613251,0.958267128560692,0.768563972786069,1,earth,1.05850046213494
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.244175310491657
athey2017estimation2,mse,2000,10,0.5,0.401421563467011,0.931037291418761,0.408083381596953,0.698762387502939,1,kriging,0.928951402331015
athey2017estimation2,mse,2000,10,0.5,0.45330756995827,0.996787557145581,0.693503282032907,0.82065497059375,1,earth,1.7156593935834
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0591947133287858
athey2015machine1,mse,2000,10,0.5,0.33811850217171,0.808313325745985,0.451858355430886,0.508201365126297,1,kriging,0.396374040150929
athey2015machine1,mse,2000,10,0.5,0.0192267466336489,0.437288814689964,0.573575309943408,0.22545842686668,1,earth,0.00335490821454795
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.75057709746796
xlearners4,mse,500,10,0.5,0.187925366219133,0.849705936387181,0.316335293231532,0.797974654473364,1,kriging,0.0188427679077511
xlearners4,mse,500,10,0.5,0.00109869986772537,0.850415512220934,0.0170775491278619,0.975049841217697,1,earth,0.0284707243254928
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0103013191390009
athey2017estimation1,mse,500,10,0.5,0.303024906665087,0.844332685694098,0.509253204334527,0.757272625574842,1,kriging,0.994771397613082
athey2017estimation1,mse,500,10,0.5,0.256335550686345,0.975906793959439,0.425886082695797,0.894614194985479,1,earth,0.765103435372322
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.180748806959368
xlearners1,mse,2000,10,0.5,0.056339094415307,0.683548016473651,0.57701155426912,0.854724274016917,1,kriging,16.1393353384922
xlearners1,mse,2000,10,0.5,0.0048324300441891,0.912089433521032,0.809530011145398,0.988978484645486,1,earth,16.1139399896851
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,4.96691090305053
athey2017estimation2,mse,500,10,0.5,0.236822794657201,0.8360385899432,0.514691740041599,0.587466399651021,1,kriging,1.75493074059145
athey2017estimation2,mse,500,10,0.5,0.33176432386972,0.99384359898977,0.807555559556931,0.744645397178829,1,earth,1.75711242627546
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.249792274883975
athey2015machine1,mse,2000,10,0.5,0.411577507155016,0.711506616789848,0.636408352991566,0.594267135020345,1,kriging,0.00963811513298968
athey2015machine1,mse,2000,10,0.5,0.362364956177771,0.990971270017326,0.665329589508474,0.849231638479978,1,earth,0.00966859132153213
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.37068270407382
athey2017estimation2,mse,2000,10,0.5,0.433094120584428,0.79866532725282,0.503933572908863,0.684087626636028,1,kriging,1.78392239739054
athey2017estimation2,mse,2000,10,0.5,0.00468473159708083,0.503810811787844,0.362020278349519,0.37909316807054,1,earth,0.926471085915309
