data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.84898213037991e-06
xlearners6,mse,500,20,0.310274062445387,0.5,0.98583527142182,0.797746763098985,0.974821526324376,1,earth,2.43134333132595e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,2.9745515280122e-06
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,kriging,3.67018893573759e-07
xlearners6,mse,2000,20,0.984970127232373,0.5,0.915132383117452,0.993575763655826,0.948162556393072,1,earth,5.23793601142887e-06
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,notune,1.09230167316501e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,2.50241304039074e-06
xlearners6,mse,500,20,0.627450587693602,0.5,0.158933665603399,0.389424794586375,0.0234847830142826,1,earth,3.52697279137204e-08
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,5.16833372001491e-07
xlearners6,mse,500,20,0.5,0.567238642135635,0.386456281179562,0.107690504286438,0.924540891777724,1,kriging,6.13132122088833e-07
xlearners6,mse,500,20,0.5,0.305992829147726,0.513441421557218,0.0942908076103777,0.0346696258056909,1,earth,3.55696226942109e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,3.88666262193707e-06
xlearners4,mse,2000,10,0.5,0.225001270649955,0.764756575925276,0.0761388246901333,0.998570171417668,1,kriging,0.00167804421039448
xlearners4,mse,2000,10,0.5,0.00801654625684023,0.716123483376577,0.00589518574997783,0.969094668747857,1,earth,0.00117494296283512
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00209413617019627
xlearners6,mse,2000,20,0.5,0.126419668784365,0.727857895195484,0.607658309862018,0.994082312565297,1,kriging,3.57352834930059e-07
xlearners6,mse,2000,20,0.5,0.547698335722089,0.48860589438118,0.145350822713226,0.996947874082252,1,earth,1.07970277107517e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,5.04176280186604e-08
xlearners4,mse,500,10,0.5,0.175416397862136,0.976296147331595,0.0582765282597393,0.998046128544956,1,kriging,0.00383491048395449
xlearners4,mse,500,10,0.5,0.0062399294693023,0.14004897675477,0.0187988099642098,0.997513605514541,1,earth,0.00518203472695321
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00669048984739394
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,2.55978180117812e-06
xlearners6,mse,500,20,0.0421500992961228,0.5,0.264503417536616,0.820503962691873,0.998516929801553,1,earth,8.6594696035671e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.46708308423377e-06
xlearners1,mse,2000,10,0.5,0.056249548913911,0.346221101935953,0.0850828583352268,0.842338862363249,1,kriging,11.9395318068133
xlearners1,mse,2000,10,0.5,0.0167710590176284,0.410729420604184,0.734767671208829,0.975399552145973,1,earth,17.4245143066198
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,11.0273397784654
athey2015machine1,mse,500,10,0.5,0.316838431637734,0.758734858362004,0.527440531179309,0.471548545407131,1,kriging,0.0291903696383439
athey2015machine1,mse,500,10,0.5,0.459707216592506,0.955430392641574,0.426385375903919,0.706347668776289,1,earth,0.180391782809896
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.955480794583
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,7.04408662073992e-06
xlearners6,mse,500,20,0.24035195633769,0.5,0.00829759100452065,0.310833610128611,0.99999413988553,1,earth,7.77258465444617e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.96778563746249e-06
xlearners1,mse,2000,10,0.5,0.00890160957351327,0.390331260627136,0.590393681777641,0.755261321086437,1,kriging,16.0492748052844
xlearners1,mse,2000,10,0.5,0.0111470755655318,0.401700518326834,0.375018724706024,0.901851300848648,1,earth,9.0598258437359
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,6.82029481874525
athey2017estimation2,mse,500,10,0.5,0.297678185394034,0.947395542403683,0.413493858650327,0.769415593938902,1,kriging,1.23443828039625
athey2017estimation2,mse,500,10,0.5,0.375775512075052,0.987788500962779,0.212649099063128,0.639411511598155,1,earth,1.14151822903767
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.169640791913046
xlearners4,mse,500,10,0.5,0.126778291305527,0.699965953594074,0.264438374433666,0.941361889475957,1,kriging,0.000330061412384573
xlearners4,mse,500,10,0.5,0.442169321002439,0.765538098756224,0.042481477605179,0.903169993543997,1,earth,0.00111737982605563
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00270108734075623
athey2017estimation2,mse,2000,10,0.5,0.315745524596423,0.740390717750415,0.567938439780846,0.752797573804855,1,kriging,1.86988659408585
athey2017estimation2,mse,2000,10,0.5,0.730437736492604,0.99632698437199,0.00202251761220396,0.110651414608583,1,earth,0.576343218777733
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.059652650856386
xlearners6,mse,2000,20,0.5,0.110451315762475,0.168314193608239,0.107177289202809,0.992755991639569,1,kriging,4.54578096216802e-07
xlearners6,mse,2000,20,0.5,0.574673836119473,0.962809301447123,0.247844617348164,0.993682803353295,1,earth,4.6891296342814e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.92458467154447e-07
athey2015machine1,mse,500,10,0.5,0.223809881834313,0.767807681346312,0.403250883566216,0.685493413358927,1,kriging,0.173044213738328
athey2015machine1,mse,500,10,0.5,0.0421909259166569,0.988834982272238,0.575053422013298,0.876093805534765,1,earth,0.0028022223844257
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.70176722760382
athey2017estimation2,mse,500,10,0.5,0.299384468002245,0.80900090537034,0.459331485442817,0.544849262107164,1,kriging,1.25212933675552
athey2017estimation2,mse,500,10,0.5,0.0597686865366995,0.999329308979213,0.494437163230032,0.326894915662706,1,earth,1.58043639809546
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.206135375722471
athey2015machine1,mse,500,10,0.5,0.296284387120977,0.756324551068246,0.284641834441572,0.54220625362359,1,kriging,0.223774706883785
athey2015machine1,mse,500,10,0.5,0.417434732429683,0.9552794652991,0.954339494695887,0.58653977047652,1,earth,0.0131297499294206
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.92038491836884
athey2015machine1,mse,2000,10,0.5,0.342814276693389,0.783465645974502,0.286546161863953,0.401987129589543,1,kriging,0.562809358583328
athey2015machine1,mse,2000,10,0.5,0.15003151842393,0.996006150497124,0.660041902912781,0.00023432751186192,1,earth,0.00499224575092316
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.87238986108217
xlearners1,mse,2000,10,0.5,0.0506692996714264,0.257795587647706,0.499752345960587,0.964221409987658,1,kriging,16.2684931299173
xlearners1,mse,2000,10,0.5,0.000816180137917399,0.0440164681058377,0.966393985785544,0.949240397196263,1,earth,16.6237429752827
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,6.47610211075021
xlearners1,mse,500,10,0.5,0.0253878163639456,0.254762069554999,0.168461094377562,0.974557736655697,1,kriging,20.9961163593325
xlearners1,mse,500,10,0.5,0.00719795236364007,0.115386107005179,0.702186286915094,0.763112513581291,1,earth,17.4345431334255
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.5049289098198
xlearners1,mse,500,10,0.5,0.0417061869520694,0.547702131792903,0.145807628054172,0.998558210907504,1,kriging,24.1437482513239
xlearners1,mse,500,10,0.5,0.000886204419657588,0.647085210075602,0.452700114576146,0.98859023861587,1,earth,24.431729203315
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,22.8167053140708
athey2015machine1,mse,2000,10,0.5,0.272055573062971,0.794900925131515,0.467050584731624,0.641808673273772,1,kriging,0.274812171953575
athey2015machine1,mse,2000,10,0.5,0.224505683640018,0.990805244306102,0.761049611028284,0.656114953570068,1,earth,0.00126006892807049
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.31885469751156
xlearners1,mse,500,10,0.5,0.000191164668649435,0.178977174218744,0.953408634988591,0.989240555791184,1,kriging,16.6322238857334
xlearners1,mse,500,10,0.5,0.064145453972742,0.114626866066828,0.497704565059394,0.966338802361861,1,earth,16.072935328535
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.8813602240971
athey2017estimation2,mse,2000,10,0.5,0.296369589166716,0.806774300523102,0.504978182259947,0.65789554361254,1,kriging,1.70195746880749
athey2017estimation2,mse,2000,10,0.5,0.733817514032125,0.927120403386652,0.0191838217433542,0.252562443725765,1,earth,0.637194221107727
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.043892066689074
athey2017estimation2,mse,500,10,0.5,0.240607486106455,0.774239938007668,0.666086677229032,0.440184959676117,1,kriging,1.81079741914794
athey2017estimation2,mse,500,10,0.5,0.169361334294081,0.995921112364158,0.440897950902581,0.0332052800804377,1,earth,1.16972515405633
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.194380366347142
xlearners4,mse,500,10,0.5,0.245902427006513,0.369900273624808,0.102812272729352,0.98398135509342,1,kriging,0.0103378478221411
xlearners4,mse,500,10,0.5,0.121756173437461,0.147456789854914,0.0149328482802957,0.941849000286311,1,earth,0.0113638518532091
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0164426185099478
xlearners4,mse,500,10,0.5,0.209563549840823,0.798935576574877,0.000476530287414789,0.957958197919652,1,kriging,0.00423624136111924
xlearners4,mse,500,10,0.5,0.0209525197278708,0.522435164544731,0.10621611494571,0.844305848004296,1,earth,0.0035920726036155
