data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners4,mse,500,10,0.5,0.0797404574695975,0.820403473218903,0.250653076218441,0.979034287389368,1,kriging,0.0141138860074397
xlearners4,mse,500,10,0.5,0.0196833438239992,0.76390246162191,0.0194960513617843,0.995252563385293,1,earth,0.0203862164346537
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0309003627127206
athey2015machine1,mse,2000,10,0.5,0.397191987372935,0.748793529113755,0.337417218601331,0.611534285824746,1,kriging,0.441981350845504
athey2015machine1,mse,2000,10,0.5,0.0193333858624101,0.434022266883403,0.96712145046331,0.472158268559724,1,earth,0.00177489037128503
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.63062077855878
athey2017estimation2,mse,500,10,0.5,0.266082727815956,0.868504096521065,0.247263948433101,0.79562992695719,1,kriging,1.22568491660436
athey2017estimation2,mse,500,10,0.5,0.545868563232943,0.996144687058404,0.893186488887295,0.0593230777885765,1,earth,1.79322383368193
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.16425950191344
xlearners1,mse,2000,10,0.5,0.00653933687135577,0.401907905703411,0.467464813962579,0.970087936846539,1,kriging,11.9019084882004
xlearners1,mse,2000,10,0.5,0.031503354664892,0.973013884620741,0.207680754130706,0.947680559474975,1,earth,9.19079858329676
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,7.78037657369735
xlearners6,mse,500,20,0.5,0.735923108644783,0.155715093482286,0.0584143230225891,0.743739906931296,1,kriging,1.02375520037609e-07
xlearners6,mse,500,20,0.5,0.927009228616953,0.0551088226493448,0.511375489411876,0.302598902722821,1,earth,9.95409184563602e-08
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,6.23680378701697e-07
xlearners1,mse,2000,10,0.5,0.0420318890828639,0.764162988867611,0.102583454921842,0.981334834359586,1,kriging,9.18776539800269
xlearners1,mse,2000,10,0.5,0.00341737130656838,0.0457593926694244,0.806793264346197,0.920612807618454,1,earth,16.4205327761095
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.29789189501227
xlearners6,mse,500,20,0.5,0.178036040393636,0.619760455796495,0.184771264903247,0.990675507578999,1,kriging,4.46339597031159e-06
