data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.64136197607649e-06
xlearners6,mse,500,20,0.1405185747426,0.5,0.0466117416508496,0.863862997852266,0.981429510749876,1,earth,5.75555502679857e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,5.80941524553405e-07
athey2015machine1,mse,2000,10,0.5,0.328477708622813,0.709980193059891,0.697529388591647,0.422289608744904,1,kriging,0.00344382097837994
athey2015machine1,mse,2000,10,0.5,0.115198330022395,0.568481991998851,0.0102834675926715,0.886688271770254,1,earth,0.594343511487257
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.41946679437186
athey2015machine1,mse,2000,10,0.5,0.358349747490138,0.870004255557433,0.375619138358161,0.53623993950896,1,kriging,0.402382730810778
athey2015machine1,mse,2000,10,0.5,0.0652071305084974,0.616786156548187,0.749388715485111,0.778811982134357,1,earth,0.00167683164107239
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.23293575818389
xlearners6,mse,2000,20,0.5,0.188431847142056,0.666583354352042,0.400995048927143,0.990878003649414,1,kriging,2.21478741670904e-05
xlearners6,mse,2000,20,0.5,0.00206383201293647,0.729104538913816,0.258550856960937,0.998701120726764,1,earth,3.9619076715403e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.70730023494626e-08
athey2015machine1,mse,500,10,0.5,0.278934273403138,0.763892746530473,0.733972147805616,0.41632649442181,1,kriging,0.013935635781722
athey2015machine1,mse,500,10,0.5,0.0708584228996187,0.99150153179653,0.58615577663295,0.117092858068645,1,earth,0.0111425551052945
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.91179662138686
xlearners6,mse,500,20,0.5,0.889372079400346,0.484708619769663,0.55840852460824,0.992652512853965,1,kriging,1.68223946834347e-05
xlearners6,mse,500,20,0.5,0.833729863865301,0.907873903168365,0.572199763962999,0.777411753311753,1,earth,4.08573740256072e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,1.12927918052394e-06
xlearners6,mse,2000,20,0.5,0.376148262759671,0.723270935472101,0.220727555919439,0.987470846623182,1,kriging,5.06720819170588e-07
xlearners6,mse,2000,20,0.5,0.570372002664953,0.982266521314159,0.494698855560273,0.999561845790595,1,earth,3.98899767048282e-08
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.15086732891627e-08
athey2015machine1,mse,500,10,0.5,0.227118166163564,0.77982324291952,0.609721491346136,0.954217654420063,1,kriging,0.00178162969449444
athey2015machine1,mse,500,10,0.5,0.0026029204018414,0.775992274750024,0.989798236871138,0.972044424153864,1,earth,0.000523136259570379
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.48490563844162
xlearners1,mse,2000,10,0.5,0.0165922627784312,0.703858922235668,0.370240065734833,0.966937210876495,1,kriging,8.0618073009343
xlearners1,mse,2000,10,0.5,0.0100809652358294,0.59950255881995,0.709674190264195,0.890950417844579,1,earth,16.1318680548714
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,1.79544730233317
xlearners6,mse,2000,20,0.5,0.583400500472635,0.593381095677614,0.47267027432099,0.962309414288029,1,kriging,8.78142029053194e-07
xlearners6,mse,2000,20,0.5,0.661754940170795,0.094529268797487,0.215063161449507,0.999999609775841,1,earth,2.20564128657112e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.88401338366024e-08
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,3.98796940302473e-06
xlearners6,mse,500,20,0.457101779757068,0.5,0.374978941865265,0.366467853775248,0.532665882725269,1,earth,2.49757322729393e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,7.75799985260596e-07
xlearners1,mse,2000,10,0.5,0.0358904453460127,0.648895687423646,0.391513193026185,0.793962984113023,1,kriging,8.89337391555146
xlearners1,mse,2000,10,0.5,0.00564936897717416,0.69251880934462,0.529617703286931,0.966430993052199,1,earth,15.9872210197008
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.17380545777872
athey2017estimation2,mse,500,10,0.5,0.351579122012481,0.933644083794206,0.515293061966076,0.606624804669991,1,kriging,1.74445475198317
athey2017estimation2,mse,500,10,0.5,0.15106320544146,0.990443154470995,0.473901595454663,0.980345169547945,1,earth,1.41656250388645
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.172303189466962
athey2017estimation2,mse,500,10,0.5,0.311745387036353,0.809727336047217,0.633604657836258,0.618924678536132,1,kriging,1.81618672779876
athey2017estimation2,mse,500,10,0.5,0.288209431571886,0.998705413425341,0.71214067353867,0.592717075021937,1,earth,1.81626892847696
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.170683049793219
athey2017estimation2,mse,2000,10,0.5,0.37079591024667,0.948673167033121,0.599450174951926,0.466091699898243,1,kriging,1.76870525721032
athey2017estimation2,mse,2000,10,0.5,0.0136304788757116,0.529250524705276,0.677271279972047,0.307216805871576,1,earth,1.76854859494855
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0678691531973307
xlearners6,mse,500,20,0.5,0.197205176576972,0.171274826861918,0.771194192580879,0.975868680747226,1,kriging,2.23865898405645e-06
xlearners6,mse,500,20,0.5,0.550357040017843,0.868705629371107,0.0900801080279052,0.993254274362698,1,earth,1.39302979313708e-07
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,5.18952576060393e-06
xlearners1,mse,500,10,0.5,0.0501465084962547,0.871878499398008,0.289105460746214,0.878203237196431,1,kriging,12.1589932601095
xlearners1,mse,500,10,0.5,0.00396636826917529,0.0694320246111602,0.924577527912334,0.847177549498156,1,earth,15.8751906999833
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.7766254388505
athey2017estimation1,mse,2000,10,0.5,0.403590762522072,0.775348500581458,0.715649313991889,0.44492846284993,1,kriging,0.984072128063365
athey2017estimation1,mse,2000,10,0.5,0.242597462143749,0.679557805415243,0.715164377819747,0.0193004440516233,1,earth,0.984164337187468
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0267882644291322
xlearners6,mse,500,20,0.5,0.251094028819352,0.260055182734504,0.472312946803868,0.955188654828817,1,kriging,8.68473018258443e-06
xlearners6,mse,500,20,0.5,0.589757377281785,0.96391598507762,0.0864142153877765,0.953499263850972,1,earth,6.88895446344279e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,1.27049317480149e-05
athey2015machine1,mse,2000,10,0.5,0.333290845155716,0.687060552183539,0.350934627233073,0.638650666223839,1,kriging,0.523292254822754
athey2015machine1,mse,2000,10,0.5,0.00379184470511973,0.506326750153676,0.177466948283836,0.475660510361195,1,earth,0.626581277092448
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,4.1573778704557
athey2017estimation2,mse,500,10,0.5,0.37796837114729,0.935329438885674,0.567690637195483,0.490282919956371,1,kriging,1.95526255578061
athey2017estimation2,mse,500,10,0.5,0.0460183245595545,0.999411035794765,0.252028403338045,0.868820850970224,1,earth,1.19284307364006
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.122187649934889
athey2015machine1,mse,500,10,0.5,0.30772358016111,0.823675479041412,0.574874495156109,0.529460991965607,1,kriging,0.0124150606243635
athey2015machine1,mse,500,10,0.5,0.00261200405657291,0.604825638933107,0.234488882124424,0.915978724136949,1,earth,0.190598948723389
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.48420483702981
athey2015machine1,mse,2000,10,0.5,0.372441907180473,0.76229394460097,0.550932198995724,0.671186730265617,1,kriging,0.00399699269867539
athey2015machine1,mse,2000,10,0.5,0.374851938569918,0.962255510268733,0.683306069578975,0.283549005165696,1,earth,0.00304981668689846
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,4.02710577801474
athey2015machine1,mse,500,10,0.5,0.342768431873992,0.760855975560844,0.569601332535967,0.607175121782348,1,kriging,0.00525695759770839
athey2015machine1,mse,500,10,0.5,0.253559678094462,0.996102882781997,0.148822009097785,0.489638591418043,1,earth,0.34162463582728
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.02762488759978
athey2015machine1,mse,500,10,0.5,0.347936590434983,0.916036618640646,0.441010473063216,0.477815738180652,1,kriging,0.235754980661906
athey2015machine1,mse,500,10,0.5,0.436036148574203,0.645499179139733,0.676352808251977,0.662752960808575,1,earth,0.045678563689097
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.68919790823336
athey2017estimation2,mse,500,10,0.5,0.289613749599084,0.859705542214215,0.699535041581839,0.715895382454619,1,kriging,1.78897632601153
athey2017estimation2,mse,500,10,0.5,0.0288292535115033,0.713395749917254,0.283272168366238,0.325151527300477,1,earth,1.08460910493905
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.100026537228914
athey2017estimation2,mse,500,10,0.5,0.236009233631194,0.860630966490135,0.392198187764734,0.612404097337276,1,kriging,1.26410537317705
athey2017estimation2,mse,500,10,0.5,0.27472867583856,0.99843782838434,0.420273002004251,0.00405193050391972,1,earth,1.12027509421294
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.150734278753207
athey2015machine1,mse,2000,10,0.5,0.345314798643813,0.855964930960909,0.256466791965067,0.320900853024796,1,kriging,0.521897362443727
