data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners4,mse,2000,10,0.5,0.161306160036474,0.811976991826668,0.0860535267274827,0.888938374817371,1,kriging,0.000617828978757437
xlearners4,mse,2000,10,0.5,0.0671689342707396,0.8140776862856,0.0432489276863635,0.898435256909579,1,earth,0.000874354044168382
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.000936393790629171
athey2017estimation1,mse,500,10,0.5,0.37753339856863,0.81449266616255,0.681554786628112,0.672481999499723,1,kriging,1.00210227603081
athey2017estimation1,mse,500,10,0.5,0.176532484358177,0.745443163439631,0.450733030680567,0.98267260263674,1,earth,0.782244088152332
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.214238107199111
xlearners4,mse,500,10,0.5,0.148111722897738,0.64557317411527,0.060098476940766,0.979430845938623,1,kriging,0.0229387298226757
xlearners4,mse,500,10,0.5,0.0923689298797399,0.485588735202327,0.0222505351994187,0.963628105819225,1,earth,0.0195787266733509
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.035175401538639
athey2017estimation2,mse,500,10,0.5,0.291376817971468,0.825141686247662,0.558977261185646,0.67592262220569,1,kriging,1.83647953516181
athey2017estimation2,mse,500,10,0.5,0.106919763842598,0.999411546858028,0.236192371463403,0.429222826613113,1,earth,1.15939049954481
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.210828339645486
athey2017estimation2,mse,2000,10,0.5,0.265615328215063,0.733918635407463,0.404582927003503,0.533519034273922,1,kriging,0.920855472042292
athey2017estimation2,mse,2000,10,0.5,0.0174781191162765,0.680838443338871,0.165497151436284,0.592859628144652,1,earth,0.841031499145488
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0340457363951938
xlearners4,mse,500,10,0.5,0.207188797416165,0.96472300728783,0.304595079971477,0.84420590242371,1,kriging,0.00931298484889029
xlearners4,mse,500,10,0.5,0.00384646304883063,0.748109840089455,0.0436279757414013,0.947794867679477,1,earth,0.0149879951792381
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00823241061123124
xlearners4,mse,2000,10,0.5,0.0987698473036289,0.883423179155216,0.00380990747362375,0.95397516572848,1,kriging,0.0073956599260327
xlearners4,mse,2000,10,0.5,0.224151576170698,0.469454976962879,0.0580790396779776,0.998284574598074,1,earth,0.00511452744113308
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0111088131783353
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,2.67539676152969e-05
xlearners6,mse,500,20,0.572764065349475,0.5,0.887008771765977,0.0936563503928483,0.726485307794064,1,earth,7.97092046864918e-08
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,4.23807287551142e-06
athey2017estimation1,mse,500,10,0.5,0.380668351659551,0.847072480246425,0.413880123989657,0.578501980286092,1,kriging,0.721339073362555
athey2017estimation1,mse,500,10,0.5,0.74257421772927,0.992667790269479,0.741162405349314,0.942932767095044,1,earth,0.972570909056254
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.267399828327626
xlearners1,mse,500,10,0.5,0.0382371821906418,0.523207123856992,0.662064210744575,0.967207945883274,1,kriging,16.1261706895275
xlearners1,mse,500,10,0.5,0.00566498562693596,0.0684127181302756,0.502718255855143,0.969518176745623,1,earth,16.1097041151885
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.3936057798374
athey2017estimation1,mse,2000,10,0.5,0.40606456482783,0.766688110074028,0.48395818262361,0.701533657265827,1,kriging,0.676657284642911
athey2017estimation1,mse,2000,10,0.5,0.567836228990927,0.980143193621188,0.464702408760786,0.510184992104769,1,earth,0.622815205239273
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0603083991896602
xlearners4,mse,500,10,0.5,0.129746253136545,0.568806664319709,0.142414533300325,0.956876602722332,1,kriging,0.00376027948178727
xlearners4,mse,500,10,0.5,0.12577721150592,0.92258055950515,0.205474014859647,0.986426120158285,1,earth,0.00586686737446252
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0153837172877054
athey2017estimation1,mse,2000,10,0.5,0.497662018984556,0.813985323999077,0.469450419070199,0.407744598342106,1,kriging,0.614734592387315
athey2017estimation1,mse,2000,10,0.5,0.607316230656579,0.980880846967921,0.0106329428963363,0.143206076463684,1,earth,0.259683522738742
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0433836060618162
athey2017estimation2,mse,500,10,0.5,0.332169249188155,0.849218545947224,0.618393965531141,0.530195119092241,1,kriging,1.77819225892504
athey2017estimation2,mse,500,10,0.5,0.222083525033668,0.995858330512419,0.60695678088814,0.882338845171034,1,earth,1.77677150163429
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.185087440030349
xlearners1,mse,2000,10,0.5,0.0170480497181416,0.520640887320042,0.368835895787925,0.897399929817766,1,kriging,8.95587595475503
xlearners1,mse,2000,10,0.5,0.0581921709235758,0.309065563138574,0.071103201713413,0.990542264655232,1,earth,8.4646782309925
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.6055873273499
athey2017estimation1,mse,500,10,0.5,0.347541406750679,0.840439272811636,0.78121456480585,0.47423335746862,1,kriging,1.03713182959982
athey2017estimation1,mse,500,10,0.5,0.685567652340978,0.989590294193476,0.10103749926202,0.723003789549693,1,earth,0.61717433397931
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.160165936401856
athey2015machine1,mse,500,10,0.5,0.327557276934385,0.906518230680376,0.614596765022725,0.491674170829356,1,kriging,0.0273626320184648
athey2015machine1,mse,500,10,0.5,0.0494267654139549,0.854093194007874,0.525423163082451,0.971108415629715,1,earth,0.0334265915582036
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.01653447962169
xlearners1,mse,2000,10,0.5,0.0363469496369362,0.815422986168414,0.370420457329601,0.706550559028983,1,kriging,8.76552283230279
