data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
athey2017estimation1,mse,2000,10,0.5,0.419777359813452,0.714979521231726,0.133383254054934,0.550319619243965,1,kriging,0.386865349158691
athey2017estimation1,mse,2000,10,0.5,0.543883240083233,0.986826459178701,0.190099651226774,0.914039442781359,1,earth,0.416121269138509
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.029690700464506
xlearners1,mse,2000,10,0.5,0.000931441783905029,0.590274866204709,0.379812563536689,0.837970376946032,1,kriging,8.69727483589924
xlearners1,mse,2000,10,0.5,0.0147027706261724,0.73093392001465,0.00713423453271389,0.989711302099749,1,earth,8.29328108246893
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.83731651633539
athey2017estimation2,mse,2000,10,0.5,0.381653296994045,0.791200067847967,0.294459114782512,0.412569581530988,1,kriging,0.856270110951176
athey2017estimation2,mse,2000,10,0.5,0.257417449029163,0.988710668636486,0.9054908498656,0.117994441185147,1,earth,1.85498392225631
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.063529455667124
xlearners6,mse,2000,20,0.5,0.182900682091713,0.909345731604844,0.513590993126854,0.973502645501867,1,kriging,2.97549737176248e-06
xlearners6,mse,2000,20,0.5,0.0527731927577406,0.991429506335407,0.998270332813263,0.944478075951338,1,earth,1.37923158894771e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.14237826360725e-08
athey2015machine1,mse,2000,10,0.5,0.377796402899548,0.827311170520261,0.4222725732252,0.715121853165329,1,kriging,0.411509679680512
athey2015machine1,mse,2000,10,0.5,0.432171214139089,0.915346046211198,0.0200028135441244,0.190732275135815,1,earth,0.827143267111522
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.80908539368891
athey2015machine1,mse,500,10,0.5,0.252932702656835,0.751271535176784,0.516382492380217,0.506548322271556,1,kriging,0.00275549424871773
athey2015machine1,mse,500,10,0.5,0.0352769321762025,0.974291500868276,0.0049011220689863,0.896162819350138,1,earth,0.226002001971598
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.32647711951073
xlearners4,mse,2000,10,0.5,0.15321601042524,0.621200284920633,0.160929904086515,0.922843679785728,1,kriging,0.00141722580281842
xlearners4,mse,2000,10,0.5,0.0201504474971443,0.822768346872181,0.00213040458038449,0.968521723989397,1,earth,0.0018245536907281
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00204381621124599
athey2017estimation1,mse,500,10,0.5,0.332872308325022,0.870231446577236,0.283240288961679,0.732901772018522,1,kriging,0.658724471593268
athey2017estimation1,mse,500,10,0.5,0.538011907599866,0.999306800076738,0.0613321564160287,0.935319421812892,1,earth,0.659104895170758
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.183924305586046
athey2015machine1,mse,500,10,0.5,0.269605147186667,0.718805209267884,0.17302222782746,0.534784393617883,1,kriging,0.282798240829981
athey2015machine1,mse,500,10,0.5,0.00728207686915994,0.989233064232394,0.521285196533427,0.598991297418252,1,earth,0.00443609974793001
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.64427017988075
xlearners6,mse,500,20,0.5,0.0106038367375731,0.739564826944843,0.104329830501229,0.92345538479276,1,kriging,1.40244314626907e-05
xlearners6,mse,500,20,0.5,0.134166500531137,0.0578248845413327,0.601784806931391,0.992092470172793,1,earth,2.94268816115909e-05
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,5.97379207786419e-06
xlearners4,mse,2000,10,0.5,0.240996218984947,0.115718999644741,0.0474289325065911,0.89987467858009,1,kriging,0.00206093823424543
xlearners4,mse,2000,10,0.5,0.0521998156327754,0.313044348964468,0.0536947515793145,0.922080419026315,1,earth,0.00253700282696318
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00284624338835285
athey2017estimation2,mse,2000,10,0.5,0.393840915523469,0.819101116387174,0.364069856470451,0.268450149800628,1,kriging,0.887920867674298
athey2017estimation2,mse,2000,10,0.5,0.599502318538725,0.991453883936629,0.677066261414438,0.0612214228603989,1,earth,1.81522212466646
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.065607686573646
xlearners1,mse,500,10,0.5,0.00530474330298603,0.810387989738956,0.349722551647574,0.987407570239156,1,kriging,14.5442873412123
xlearners1,mse,500,10,0.5,0.01495550153777,0.613971218001097,0.528864064486697,0.732002704869956,1,earth,15.7696614892301
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.2874955854969
athey2017estimation1,mse,2000,10,0.5,0.541684200055897,0.774596195900813,0.600874906405807,0.515415725763887,1,kriging,0.987167100375494
athey2017estimation1,mse,2000,10,0.5,0.689122288720682,0.9998136209324,0.842999360291287,0.453566137701273,1,earth,0.987602286158383
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0289034079683118
athey2017estimation1,mse,2000,10,0.5,0.431906116195023,0.784206125419587,0.658825046615675,0.176781251095235,1,kriging,1.01891261817977
athey2017estimation1,mse,2000,10,0.5,0.00176876224577427,0.430774884065613,0.183845050167292,0.490158158354461,1,earth,0.396670210490684
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0535807809255749
xlearners4,mse,500,10,0.5,0.125105223152786,0.817980939988047,0.442478999728337,0.96457404922694,1,kriging,0.00142958313880294
xlearners4,mse,500,10,0.5,0.401113741099834,0.721111188875511,0.914832643931732,0.465210034511983,1,earth,0.00383311218513951
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0048484211789235
xlearners6,mse,500,20,0.5,0.276598076103255,0.113999472465366,0.0112776532769203,0.949860601685941,1,kriging,2.8451507816685e-07
xlearners6,mse,500,20,0.5,0.851420363876969,0.129184275632724,0.153768361080438,0.990032834466547,1,earth,2.3715282725122e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,5.44347866646074e-07
xlearners6,mse,2000,20,0.5,0.433323307428509,0.971489378483966,0.5802117199637,0.973243753425777,1,kriging,2.53314760636387e-06
xlearners6,mse,2000,20,0.5,0.506096812430769,0.494517452316359,0.29737092112191,0.254030163632706,1,earth,2.57294152341473e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,7.18891399634751e-08
athey2017estimation1,mse,500,10,0.5,0.458401440409943,0.945610825438052,0.174870578106493,0.725117265246809,1,kriging,0.602771818580351
athey2017estimation1,mse,500,10,0.5,0.533831095788628,0.940406871028244,0.971042525023222,0.635692153126001,1,earth,0.940094511570624
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.13543548074552
athey2015machine1,mse,500,10,0.5,0.213030346902087,0.707998339785263,0.391328390920535,0.505272047128528,1,kriging,0.222120935263859
athey2015machine1,mse,500,10,0.5,0.109674342209473,0.995980782900006,0.201212258078158,0.478158702375367,1,earth,0.26429169885821
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.10658787439597
xlearners4,mse,2000,10,0.5,0.110427089268342,0.490917419316247,0.234625824494287,0.943597744219005,1,kriging,0.00232978717959812
xlearners4,mse,2000,10,0.5,0.147643650881946,0.954047122737393,0.0206331731751561,0.924482049653307,1,earth,0.0028126182419828
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00417541266199413
athey2017estimation1,mse,500,10,0.5,0.262102170847356,0.71239366591908,0.620923570357263,0.495767703978345,1,kriging,1.06354278100966
athey2017estimation1,mse,500,10,0.5,0.0535743404179811,0.934990726178512,0.0879842489957809,0.434647308429703,1,earth,0.55462336036506
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.201927011792269
athey2017estimation2,mse,500,10,0.5,0.321920675691217,0.825426045106724,0.256430706707761,0.67599263577722,1,kriging,1.20835205398748
athey2017estimation2,mse,500,10,0.5,0.0445220666006207,0.998652009060606,0.884487920440733,0.942934678401798,1,earth,1.88228521409667
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.171295672250277
xlearners1,mse,500,10,0.5,0.0228392055723816,0.206260324688628,0.526676513953134,0.998592362040654,1,kriging,17.9729045829094
xlearners1,mse,500,10,0.5,0.000136005692183971,0.730663291411474,0.615139098837972,0.158188810804859,1,earth,17.5004025519449
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.4547959402399
athey2015machine1,mse,2000,10,0.5,0.396803172770888,0.81348559865728,0.220604739850387,0.494654400274158,1,kriging,0.503582268007995
athey2015machine1,mse,2000,10,0.5,0.507073175394908,0.985223069088534,0.119959286646917,0.318759227404371,1,earth,0.594448393641805
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.62839297842671
xlearners4,mse,500,10,0.5,0.11513395071961,0.87517527025193,0.212146334350109,0.972312071826309,1,kriging,0.022525274182083
xlearners4,mse,500,10,0.5,0.100827415473759,0.539373938925564,0.183193829376251,0.987057382008061,1,earth,0.0209514447910558
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.030586008091023
athey2015machine1,mse,2000,10,0.5,0.326579631306231,0.749753101961687,0.0678787515498698,0.456329225096852,1,kriging,0.666789841597977
athey2015machine1,mse,2000,10,0.5,0.0027776078786701,0.94250534591265,0.955175076844171,0.0458633068483323,1,earth,0.000174895750600856
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.57314423602186
athey2017estimation2,mse,500,10,0.5,0.392773450585082,0.981397343799472,0.484181927051395,0.34301461535506,1,kriging,1.45010512803561
athey2017estimation2,mse,500,10,0.5,0.32868740381673,0.706144448835403,0.581890307134017,0.790351840201765,1,earth,1.86589749728789
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.153983838969614
