data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,2000,20,0.5,0.527658085105941,0.79163890867494,0.705997053999454,0.974744003731757,1,kriging,1.95632209108569e-06
xlearners6,mse,2000,20,0.5,0.0570194642059505,0.50661241216585,0.595325267640874,0.535112742334604,1,earth,1.50203196391531e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,5.50195538353622e-08
athey2015machine1,mse,2000,10,0.5,0.279990250710398,0.803253640653566,0.471028187312186,0.873831847449765,1,kriging,0.275860992899435
athey2015machine1,mse,2000,10,0.5,0.00254768645390868,0.934268070617691,0.0652500195428729,0.194226273335516,1,earth,0.691008687195325
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.5270022147348
xlearners6,mse,2000,20,0.5,0.866253419779241,0.63901489158161,0.588413981255144,0.996882284060121,1,kriging,1.3429780692e-06
xlearners6,mse,2000,20,0.5,0.682913057040423,0.984249595319852,0.993193213595077,0.968526395270601,1,earth,2.51087204136133e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,2.40660628723806e-08
athey2015machine1,mse,500,10,0.5,0.238288852153346,0.781081946799532,0.564100619871169,0.735443212557584,1,kriging,0.00159625144534438
athey2015machine1,mse,500,10,0.5,0.392855996266007,0.987409141846001,0.232146094786003,0.740524762542918,1,earth,0.207036172291867
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.73978764417825
athey2015machine1,mse,500,10,0.5,0.244990558130667,0.880591469816864,0.344868619460613,0.586820465978235,1,kriging,0.188538030090741
athey2015machine1,mse,500,10,0.5,0.0221260206308216,0.682571372482926,0.835187961813062,0.0135586007963866,1,earth,0.000241008480451395
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.98460518049324
athey2017estimation2,mse,2000,10,0.5,0.391515227500349,0.944195915712044,0.58866341621615,0.6491696361918,1,kriging,1.78038404238697
athey2017estimation2,mse,2000,10,0.5,0.448732622899115,0.996119703864679,0.943205830641091,0.213029282400385,1,earth,1.78051660463025
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0500598155263548
xlearners6,mse,2000,20,0.5,0.173879587789997,0.827461019624025,0.428718117531389,0.985845068469644,1,kriging,5.29126480511672e-06
xlearners6,mse,2000,20,0.5,0.0971922141034156,0.93201150582172,0.523257838794962,0.993682955158874,1,earth,1.98935578852093e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,8.48226973191718e-08
xlearners4,mse,500,10,0.5,0.183837163029239,0.813508249586448,0.181314445799217,0.969773200340569,1,kriging,0.00161750928301489
xlearners4,mse,500,10,0.5,0.00647537922486663,0.952913288492709,0.0774361926596612,0.963587499689311,1,earth,0.0017872023214889
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00180412342420527
xlearners4,mse,2000,10,0.5,0.20255798776634,0.520251032197848,0.133771732216701,0.859665850643069,1,kriging,0.00602223649090255
xlearners4,mse,2000,10,0.5,0.0394971328787506,0.875537376618013,0.0288225936237723,0.890170167200267,1,earth,0.00637466086793618
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00691175814201989
athey2015machine1,mse,500,10,0.5,0.34081447776407,0.826842309674248,0.655077809700742,0.717847454128787,1,kriging,0.00326351365926792
athey2015machine1,mse,500,10,0.5,0.249683445319533,0.996782725444064,0.226429197238758,0.300043702591211,1,earth,0.341930102468597
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.53402388234893
xlearners6,mse,500,20,0.5,0.489227341720834,0.69507173448801,0.798538945615292,0.774829738074914,1,kriging,8.85642160379238e-06
xlearners6,mse,500,20,0.5,0.47284518671222,0.496727974386886,0.0814868402667344,0.853760248748586,1,earth,3.57944722525648e-07
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,4.54770590318315e-07
athey2017estimation1,mse,500,10,0.5,0.375164969824255,0.826078626094386,0.827463138150051,0.82165274489671,1,kriging,0.994676224629751
athey2017estimation1,mse,500,10,0.5,0.567384722642601,0.994287441251799,0.56215750053525,0.937456915387884,1,earth,0.994015928166487
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.163094753885438
athey2017estimation1,mse,2000,10,0.5,0.491199596785009,0.803572935983539,0.183223710861057,0.433763883309439,1,kriging,0.444593888738152
athey2017estimation1,mse,2000,10,0.5,0.664495022967458,0.723046975210309,0.378780247876421,0.116317592328414,1,earth,0.467816510933417
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0683063980543684
athey2017estimation2,mse,500,10,0.5,0.31584582128562,0.914942591683939,0.469352372922003,0.32411492546089,1,kriging,1.31750213454024
athey2017estimation2,mse,500,10,0.5,0.0393281497526914,0.889475656207651,0.00640795193612576,0.00386908953078091,1,earth,0.959026466433857
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.214567008300366
xlearners4,mse,500,10,0.5,0.220231628976762,0.742338465293869,0.0401309253647923,0.949505164520815,1,kriging,0.00321762567443062
xlearners4,mse,500,10,0.5,0.164912072243169,0.125116619281471,0.148392971372232,0.973424314288422,1,earth,0.00162152073931572
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00606957559631328
xlearners6,mse,2000,20,0.5,0.363219450693578,0.553428013576195,0.50849855877459,0.993537374539301,1,kriging,5.63044474642945e-07
xlearners6,mse,2000,20,0.5,0.0750594767741859,0.256514829350635,0.883609571494162,0.99934024293907,1,earth,1.80355804200494e-08
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.2198242851728e-07
athey2017estimation1,mse,2000,10,0.5,0.527524891775101,0.750233144965023,0.610121845267713,0.625257890671492,1,kriging,0.973297587208713
athey2017estimation1,mse,2000,10,0.5,0.638703838223591,0.963883217889816,0.213460829574615,0.381503315176815,1,earth,0.391073799594034
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0325395611702579
athey2017estimation2,mse,500,10,0.5,0.2533962612506,0.801159302471206,0.566297251032665,0.593870538054034,1,kriging,1.96054421204695
athey2017estimation2,mse,500,10,0.5,0.00843392475508153,0.987601750995964,0.664186127716675,0.874219331890345,1,earth,1.96155996167642
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.106259656547601
athey2017estimation1,mse,500,10,0.5,0.303402116522193,0.859066602075472,0.168131286278367,0.762506104074419,1,kriging,0.616237857704943
athey2017estimation1,mse,500,10,0.5,0.0673387439455837,0.911716009257361,0.94651585817337,0.0348118091933429,1,earth,0.956034368661955
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.135291217758309
athey2015machine1,mse,500,10,0.5,0.293500445084646,0.725137192057446,0.61101864813827,0.641640868969262,1,kriging,0.0121353140991406
athey2015machine1,mse,500,10,0.5,0.123173989821225,0.985629824688658,0.901883317390457,0.948436269303784,1,earth,0.0119377806976868
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.31112272389274
athey2017estimation1,mse,500,10,0.5,0.31017887708731,0.855661680456251,0.285823190119117,0.60692478180863,1,kriging,0.574022943891278
athey2017estimation1,mse,500,10,0.5,0.0427785143256187,0.924760575871915,0.109609320294112,0.989584192167968,1,earth,0.57345592480776
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0762841855389469
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,6.61500304443499e-06
xlearners6,mse,500,20,0.00112857273779809,0.5,0.0132616690825671,0.651071178494021,0.422056552721187,1,earth,9.4616565775481e-07
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.50745232398067e-06
xlearners4,mse,2000,10,0.5,0.155609467998147,0.521397350821644,0.0229508259799331,0.997118876781315,1,kriging,0.000962491621073327
