data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners4,mse,500,10,0.5,0.210068413754925,0.763613007264212,0.0974287101998925,0.945904121501371,1,kriging,0.00570515605164466
xlearners4,mse,500,10,0.5,0.0790048080962151,0.88097584946081,0.074505056720227,0.925085819792002,1,earth,0.0051142815562677
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00738383269415237
xlearners4,mse,2000,10,0.5,0.220342873595655,0.645116690313444,0.209864296717569,0.98603848577477,1,kriging,0.000176823541978959
xlearners4,mse,2000,10,0.5,0.0879645722452551,0.699165254598483,0.0472164154052734,0.953185551799834,1,earth,0.00012863583497053
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0010089494613123
athey2015machine1,mse,500,10,0.5,0.344428262906149,0.825572493486106,0.534628276946023,0.448491132352501,1,kriging,0.00284016907087743
athey2015machine1,mse,500,10,0.5,0.681513703428209,0.985125586390495,0.657927345018834,0.882919161114842,1,earth,0.00339717885435794
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.55035999008841
athey2015machine1,mse,500,10,0.5,0.26761212409474,0.840017940616235,0.166447154944763,0.530351988971233,1,kriging,0.296753288725016
athey2015machine1,mse,500,10,0.5,0.00110286916606128,0.822014682693407,0.117437832755968,0.402788109146059,1,earth,0.312362825350189
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.22529244397072
xlearners1,mse,2000,10,0.5,0.00220094248652458,0.870415564859286,0.190760485362262,0.590936502208933,1,kriging,7.67816510144819
xlearners1,mse,2000,10,0.5,0.0191824666690081,0.883848717669025,0.4245784743689,0.957598679233342,1,earth,8.64460976747706
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.66816352831716
xlearners6,mse,500,20,0.5,0.550566546851769,0.841210722923279,0.996928129578009,0.822291479213163,1,kriging,6.12395407632682e-07
xlearners6,mse,500,20,0.5,0.971798662794754,0.717588647501543,0.588227594504133,0.993516562972218,1,earth,1.36965287970493e-07
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,2.18669994134358e-06
xlearners1,mse,500,10,0.5,0.0461503264959902,0.292127038352191,0.975498652085662,0.825436775106937,1,kriging,16.3436801545076
xlearners1,mse,500,10,0.5,0.000744744203984737,0.184451862005517,0.360937196528539,0.0178794506937265,1,earth,12.3506950527705
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.1507170003621
athey2017estimation2,mse,500,10,0.5,0.296506717335433,0.779858510242775,0.31835751933977,0.783366319956258,1,kriging,1.17679944306675
athey2017estimation2,mse,500,10,0.5,0.435651550767943,0.986811030656099,0.796825709519908,0.264497619355097,1,earth,1.708966144756
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.154881941867318
xlearners4,mse,2000,10,0.5,0.150421042228118,0.329594135284424,0.0428128195926547,0.8646776501555,1,kriging,0.00218044542250639
xlearners4,mse,2000,10,0.5,0.0147238320205361,0.759475259110332,0.0605889209546149,0.889314085943624,1,earth,0.0018118723921932
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00532509870500727
athey2017estimation2,mse,500,10,0.5,0.273709938628599,0.912222496699542,0.40750712249428,0.52679503778927,1,kriging,1.25659168221554
athey2017estimation2,mse,500,10,0.5,0.491925168316811,0.986419498221949,0.414568945299834,0.0312349477317184,1,earth,1.12534853968482
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.214948892934554
