data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
athey2017estimation2,mse,2000,10,0.5,0.29636844387278,0.71568877552636,0.448978088330477,0.626401590183377,1,kriging,1.01342301488567
athey2017estimation2,mse,2000,10,0.5,0.309490017592907,0.977247414877638,0.895248644053936,0.849999161204323,1,earth,1.74476115800176
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.118174241898758
athey2017estimation2,mse,2000,10,0.5,0.406156942714006,0.865790885174647,0.42955739912577,0.277101793559268,1,kriging,0.890009910482418
athey2017estimation2,mse,2000,10,0.5,0.571301464457065,0.991456784307957,0.308784805471078,0.327339795883745,1,earth,0.830914446073771
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0655943138111756
athey2015machine1,mse,2000,10,0.5,0.282018219819292,0.744749565608799,0.38898966787383,0.518860020674765,1,kriging,0.44159876645841
athey2015machine1,mse,2000,10,0.5,0.379496856592596,0.96322665293701,0.166753442725167,0.982058426365256,1,earth,0.508443995109389
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.46754577707046
xlearners1,mse,500,10,0.5,0.0196219861973077,0.441840253071859,0.381258227396756,0.999478220008314,1,kriging,13.9402671348667
xlearners1,mse,500,10,0.5,0.00627433904446661,0.291845607804134,0.37614891002886,0.986613678047433,1,earth,13.9114194652896
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.7491762757794
athey2017estimation1,mse,2000,10,0.5,0.547933510737494,0.779540788847953,0.641235685441643,0.22621006378904,1,kriging,0.979262788270817
athey2017estimation1,mse,2000,10,0.5,0.456669145030901,0.971630340442061,0.908366134390235,0.695247046416625,1,earth,0.979725477848936
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.049670607846261
athey2015machine1,mse,2000,10,0.5,0.32021382660605,0.694140552310273,0.683735022088513,0.70992442406714,1,kriging,1.12334330224986e-05
athey2015machine1,mse,2000,10,0.5,0.0101448560599238,0.363090251805261,0.209952405886725,0.966469552135095,1,earth,0.395940206870511
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.58706503103294
xlearners4,mse,500,10,0.5,0.191999408649281,0.956549858674407,0.1451513429638,0.999472723342478,1,kriging,0.00789150701013686
xlearners4,mse,500,10,0.5,0.0280833183787763,0.104593529365957,0.0727899021003395,0.931046984624118,1,earth,0.00834805835882895
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0187698238938585
athey2015machine1,mse,500,10,0.5,0.400253389030695,0.799433929845691,0.524414222454652,0.627345548477024,1,kriging,0.00267766565580005
athey2015machine1,mse,500,10,0.5,0.170747709926218,0.998168198391795,0.953939500031993,0.500583450542763,1,earth,0.00188078777822594
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.82923778936922
xlearners1,mse,500,10,0.5,0.0324095911346376,0.650372403440997,0.368131680879742,0.996298263780773,1,kriging,13.6495299437469
xlearners1,mse,500,10,0.5,0.00618312344886363,0.2357566524297,0.0895826185587794,0.752035779878497,1,earth,13.2602453242207
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.2989010631557
xlearners1,mse,500,10,0.5,0.0382945670280606,0.735110590001568,0.809570959070697,0.888351750094444,1,kriging,16.1555875056008
xlearners1,mse,500,10,0.5,0.0124287903308868,0.056941551156342,0.0608972874470055,0.951556233456358,1,earth,10.8126433567733
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,12.2446399002776
xlearners4,mse,2000,10,0.5,0.17431745165959,0.463005513884127,0.129141185432673,0.947405615821481,1,kriging,0.00105788616779946
xlearners4,mse,2000,10,0.5,0.0131258019246161,0.192179983947426,0.0500935974996537,0.716604454210028,1,earth,0.00272856232177081
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00247369414216922
athey2017estimation2,mse,500,10,0.5,0.307596462313086,0.98629687121138,0.0770858426112682,0.747321475530043,1,kriging,1.11834498426815
athey2017estimation2,mse,500,10,0.5,0.458352572284639,0.983647785615176,0.147683051414788,0.606914099073038,1,earth,1.12201050594227
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.211340686032549
xlearners4,mse,2000,10,0.5,0.131352679803967,0.559758294373751,0.12295989645645,0.948739718878642,1,kriging,0.00534538247339829
xlearners4,mse,2000,10,0.5,0.0154778591822833,0.518595803761855,0.139098454499617,0.856511650374159,1,earth,0.00383044892464266
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00579385558296975
athey2015machine1,mse,2000,10,0.5,0.196654280880466,0.637326212599874,0.499140652595088,0.594914941117167,1,kriging,0.0115764539831316
athey2015machine1,mse,2000,10,0.5,0.261034429771826,0.750574000412598,0.570889876456931,0.997655023122206,1,earth,0.00680044350192653
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.56534146633401
athey2015machine1,mse,2000,10,0.5,0.300100788939744,0.701258669607341,0.55092961457558,0.667330438969657,1,kriging,0.000102553189666948
athey2015machine1,mse,2000,10,0.5,0.468803009018302,0.952358894050121,0.727114620152861,0.885996970115229,1,earth,1.71508057896589e-05
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.57878047902934
xlearners1,mse,500,10,0.5,0.0419895548839122,0.557446328923106,0.640743536641821,0.954897417221218,1,kriging,19.3385823533251
xlearners1,mse,500,10,0.5,0.00969512294977903,0.387618006905541,0.468018639134243,0.914892719360068,1,earth,15.9881249000646
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.7730863908241
athey2017estimation1,mse,500,10,0.5,0.468745549675077,0.800079428125173,0.563569107325748,0.675942313158885,1,kriging,1.03500658357888
athey2017estimation1,mse,500,10,0.5,0.507325589191169,0.94029342266731,0.814313520211726,0.705793735338375,1,earth,1.03854049006465
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.251391120309563
athey2015machine1,mse,2000,10,0.5,0.283793249167502,0.736820610938594,0.278467159718275,0.669524633791298,1,kriging,0.485318757021784
athey2015machine1,mse,2000,10,0.5,0.00215106876567006,0.500345163978636,0.803002050844952,0.60212971502915,1,earth,0.00724281793147921
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.50102202992817
athey2017estimation1,mse,2000,10,0.5,0.509794433834031,0.851020040223375,0.236459126230329,0.86609995062463,1,kriging,0.411249042541976
athey2017estimation1,mse,2000,10,0.5,0.653104193974286,0.988298625918105,0.773196648340672,0.819231970002875,1,earth,0.985563668889192
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0348151862864804
xlearners6,mse,2000,20,0.5,0.0716619789600372,0.597530656959862,0.319644977105781,0.968438684474677,1,kriging,6.3478113556908e-09
xlearners6,mse,2000,20,0.5,0.0257020473945886,0.04597796080634,0.010993390576914,0.999022946460173,1,earth,3.32146605929474e-08
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.54262958093016e-08
xlearners1,mse,500,10,0.5,0.0343208669219166,0.184662568615749,0.896858097752556,0.958350740838796,1,kriging,18.025267385659
xlearners1,mse,500,10,0.5,0.00102220638655126,0.992447871482,0.241749232867733,0.866638488834724,1,earth,12.5829752358082
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,16.5966821722909
xlearners4,mse,500,10,0.5,0.199154084082693,0.599061959423125,0.146552200196311,0.992126136552542,1,kriging,0.0166565447485546
xlearners4,mse,500,10,0.5,0.0484003110323101,0.0317037247586995,0.0360837501939386,0.997372625861317,1,earth,0.025912188856899
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0249822703421923
athey2015machine1,mse,2000,10,0.5,0.28094393084757,0.663869411684573,0.541576898656785,0.608117674710229,1,kriging,1.07857331296334e-05
athey2015machine1,mse,2000,10,0.5,0.174472145270556,0.97873954102397,0.246533866971731,0.607151422416791,1,earth,0.377407464716812
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.12036957610807
athey2017estimation2,mse,2000,10,0.5,0.425934348953888,0.908795065712184,0.157285265158862,0.557192911626771,1,kriging,0.815810123816577
athey2017estimation2,mse,2000,10,0.5,0.0111310263164341,0.441430943552405,0.107193679781631,0.70246178493835,1,earth,0.840460369130991
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0420332224869532
xlearners4,mse,500,10,0.5,0.189592047827318,0.553640104131773,0.0212519292254001,0.7452530071605,1,kriging,0.00497289084469004
xlearners4,mse,500,10,0.5,0.0114132587332278,0.884074600879103,0.141765602398664,0.852875225711614,1,earth,0.002014856166925
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00659553343574985
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,9.00377865430899e-06
xlearners6,mse,500,20,0.279313145438209,0.5,0.952869617380202,0.245435275370255,0.686492128996179,1,earth,2.06301634989555e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,1.2866991964482e-06
xlearners4,mse,500,10,0.5,0.144680262543261,0.498347870539874,0.115199544467032,0.860587175935507,1,kriging,0.0207004415335168
xlearners4,mse,500,10,0.5,0.163744803750888,0.997871780302376,0.503856650786474,0.945015397854149,1,earth,0.00830108147134474
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0222825955859336
athey2015machine1,mse,500,10,0.5,0.241159595083445,0.778389260638505,0.574273216770962,0.615303462138399,1,kriging,0.00868890133116362
athey2015machine1,mse,500,10,0.5,0.643542604986578,0.896955854725093,0.974396054400131,0.726925102062523,1,earth,0.0107014957512434
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.85150062789086
xlearners6,mse,2000,20,0.5,0.696119088213891,0.801628907676786,0.467769470997155,0.948519187280908,1,kriging,7.21121367185391e-07
xlearners6,mse,2000,20,0.5,0.122035917127505,0.686460615834221,0.124442604137585,0.983106950065121,1,earth,9.48151314947398e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.55484511066873e-08
xlearners1,mse,500,10,0.5,0.0718064128886908,0.658746735192835,0.955049485433847,0.876842679455876,1,kriging,17.8618566250036
xlearners1,mse,500,10,0.5,0.0118815689347684,0.687194839585572,0.946665040915832,0.793922039447352,1,earth,17.0154495057414
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.2606113501923
xlearners1,mse,500,10,0.5,0.0251389557961375,0.347728913184255,0.426912921480834,0.895315364934504,1,kriging,16.242253991303
xlearners1,mse,500,10,0.5,0.0996457615401596,0.511485666269436,0.15362980379723,0.987803443334997,1,earth,16.7823999429902
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,16.378852530048
xlearners6,mse,500,20,0.5,0.0445733508095145,0.916751830372959,0.136414152802899,0.974037460284308,1,kriging,1.56944543778271e-05
xlearners6,mse,500,20,0.5,0.874999714782462,0.287585668032989,0.0765085269231349,0.513021986698732,1,earth,3.15302490025545e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,2.60178618076665e-06
athey2017estimation1,mse,500,10,0.5,0.448597248876467,0.854063546750695,0.377476024674252,0.676542331697419,1,kriging,0.686088741990949
athey2017estimation1,mse,500,10,0.5,0.0237614493817091,0.64127442589961,0.538203465985134,0.890233577229083,1,earth,0.985751226700218
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.156913323710919
xlearners1,mse,500,10,0.5,0.0259600717108697,0.298860088456422,0.934418095042929,0.943455387139693,1,kriging,16.4068163418481
xlearners1,mse,500,10,0.5,0.0172589623834938,0.709212966961786,0.872544369660318,0.995157724013552,1,earth,16.5220609298472
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,13.5102470535537
athey2017estimation2,mse,500,10,0.5,0.255314435344189,0.957166717853397,0.554625008255243,0.536478466587141,1,kriging,1.76876346306761
athey2017estimation2,mse,500,10,0.5,0.00210855412296951,0.558058599242941,0.154743332182989,0.487034242833033,1,earth,1.20519424964101
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.193510504591284
