data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,kriging,2.94236578199546e-07
xlearners6,mse,2000,20,0.37269113608636,0.5,0.969183512497693,0.0303519887384027,0.993307861499488,1,earth,2.57865939996486e-08
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,notune,6.49478262651431e-08
athey2015machine1,mse,500,10,0.5,0.192501867190003,0.738705080468208,0.28889063349925,0.517693438800052,1,kriging,0.236205320462285
athey2015machine1,mse,500,10,0.5,0.262880088062957,0.99888210115023,0.435340024530888,0.434712631395087,1,earth,0.172630104819139
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.8969833050962
athey2017estimation1,mse,2000,10,0.5,0.268280948279426,0.821343827992678,0.330530074657872,0.737820280482993,1,kriging,0.518413871103127
athey2017estimation1,mse,2000,10,0.5,0.647649823687971,0.667671891162172,0.421984261134639,0.845497073372826,1,earth,0.602396273855977
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0867224617527358
athey2017estimation1,mse,500,10,0.5,0.427267208928242,0.926281662192196,0.549392737448215,0.722592395963147,1,kriging,1.01476359875288
athey2017estimation1,mse,500,10,0.5,0.271240432281047,0.99616761598736,0.923565853852779,0.771457775961608,1,earth,1.01195624806296
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.179753411124751
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.55555146702445e-05
xlearners6,mse,500,20,0.207524026045576,0.5,0.685050918953493,0.619723033159971,0.990913749206811,1,earth,5.11490321171619e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,4.48235937176958e-06
xlearners4,mse,2000,10,0.5,0.244162500603124,0.880260636797175,0.0404941162560135,0.85658744466491,1,kriging,0.00114016625064063
xlearners4,mse,2000,10,0.5,0.0203143602702767,0.9905046003405,0.0187815283425152,0.817521369317546,1,earth,0.00111360934026421
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00240934814744106
athey2017estimation1,mse,2000,10,0.5,0.642104621976614,0.968733528628945,0.357271033572033,0.815689043141901,1,kriging,0.503140306289655
athey2017estimation1,mse,2000,10,0.5,0.687486505834386,0.753138620173559,0.174958438845351,0.373010725947097,1,earth,0.412403510389217
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.068362688040263
xlearners6,mse,500,20,0.5,0.0790984646882862,0.473172592464834,0.610991237452254,0.71352531737648,1,kriging,4.41645865147676e-08
xlearners6,mse,500,20,0.5,0.0240884216036648,0.449861943023279,0.482354625826702,0.203945451881737,1,earth,2.27487837935361e-06
xlearners6,mse,500,20,0.5,5,20,0.05,0,0,notune,1.08829173738884e-06
athey2017estimation2,mse,500,10,0.5,0.297676206799224,0.961350531782955,0.461256516864523,0.509025648236275,1,kriging,1.30064013093035
athey2017estimation2,mse,500,10,0.5,0.394971440313384,0.994544434826821,0.0615334562025964,0.984257354401052,1,earth,1.22967186704672
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.279868749653763
xlearners1,mse,500,10,0.5,0.0326102694962174,0.547495380509645,0.633208217797801,0.983760555507615,1,kriging,18.8039899828363
xlearners1,mse,500,10,0.5,0.00950866378843784,0.552157607162371,0.00673736911267042,0.93743521743454,1,earth,14.6657700079536
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.1431684339773
athey2017estimation2,mse,2000,10,0.5,0.455898918677121,0.873330221744254,0.71883878717199,0.534362652571872,1,kriging,1.80569183565882
athey2017estimation2,mse,2000,10,0.5,0.47966295434162,0.68547226418741,0.316637388896197,0.00284649082459509,1,earth,0.785406758670559
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0528578526121797
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,kriging,7.17260827009447e-07
xlearners6,mse,2000,20,0.406687212409452,0.5,0.910831625806168,0.370783600956202,0.99825745052658,1,earth,2.03280402825148e-06
xlearners6,mse,2000,20,5,0.5,20,0.05,0,0,notune,2.13184889049391e-08
xlearners1,mse,500,10,0.5,0.0528130491729826,0.535238290671259,0.0116489627398551,0.917188647901639,1,kriging,11.5326300112581
xlearners1,mse,500,10,0.5,0.0560223492793739,0.947469412581995,0.989513057749718,0.972560807364061,1,earth,16.3924793099464
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.5408798547907
athey2015machine1,mse,2000,10,0.5,0.371823001652956,0.8862227674108,0.311822109855711,0.414591140579432,1,kriging,0.535878163604685
athey2015machine1,mse,2000,10,0.5,0.0175535385496914,0.993118942249566,0.223324814345688,0.518795449752361,1,earth,0.583309431766321
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.7829258233692
athey2015machine1,mse,500,10,0.5,0.288024520734325,0.76308721024543,0.663060942431912,0.636869239388034,1,kriging,0.0218251599814909
athey2015machine1,mse,500,10,0.5,0.305055457865819,0.952918166527525,0.0597924089524895,0.911614703014493,1,earth,0.312020209469993
