data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners4,mse,500,10,0.5,0.151360123883933,0.772585911909118,0.256407063221559,0.960030410205945,1,kriging,0.0066822503749296
xlearners4,mse,500,10,0.5,0.0387328816577792,0.609142628964037,0.0306243202649057,0.974818822462112,1,earth,0.00797353732560797
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0178767904855186
athey2017estimation2,mse,500,10,0.5,0.325988624012098,0.924684531753883,0.331110818311572,0.398778926813975,1,kriging,1.25563895907008
athey2017estimation2,mse,500,10,0.5,0.265055960509926,0.997007101308554,0.00474410224705935,0.890563464257866,1,earth,1.25380572713355
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.204361733579032
athey2017estimation2,mse,2000,10,0.5,0.251826899126172,0.755359523231164,0.572530117817223,0.619918480049819,1,kriging,1.77750486383759
athey2017estimation2,mse,2000,10,0.5,0.584024325944483,0.979178500827402,0.284757643938065,0.875943168764934,1,earth,0.889909843432564
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0370870569281827
athey2017estimation1,mse,2000,10,0.5,0.584966165246442,0.821198538644239,0.679446845315397,0.426209649536759,1,kriging,0.997038486117261
athey2017estimation1,mse,2000,10,0.5,0.49220434599556,0.991662310436368,0.0763727833982557,0.0362330570351332,1,earth,0.331598740831212
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0662276091076454
xlearners6,mse,2000,20,0.5,0.19184193876572,0.765407002298161,0.366071550175548,0.995523389894515,1,kriging,4.84152063482447e-07
xlearners6,mse,2000,20,0.5,0.0707773002795875,0.392293345415965,0.47834110353142,0.526461496949196,1,earth,7.44104188677663e-07
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,8.48602167088158e-08
xlearners1,mse,2000,10,0.5,0.0582692120224237,0.717100975802168,0.430570412194356,0.801324509549886,1,kriging,9.77536727645301
xlearners1,mse,2000,10,0.5,0.00347380968742073,0.991658874088898,0.688155888114125,0.684834996936843,1,earth,16.2713068265667
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.05137358423495
