data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,5.52135583208243e-06
xlearners6,mse,500,20,0.77201508032158,0.5,0.254935052711517,0.994086112827063,0.471947031095624,1,earth,4.1368163603543e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,5.62143675843584e-06
xlearners6,mse,2000,20,0.5,0.0929874861612916,0.945345057407394,0.320966545958072,0.980779104167596,1,kriging,1.11269116955973e-06
xlearners6,mse,2000,20,0.5,0.00628026272170246,0.742299986071885,0.427008078433573,0.99462815374136,1,earth,2.11447910169978e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,3.32110621796734e-08
athey2017estimation1,mse,2000,10,0.5,0.456501797074452,0.797592000570148,0.532501962035894,0.824703430058435,1,kriging,0.988274889555265
athey2017estimation1,mse,2000,10,0.5,0.688469486776739,0.979809168260545,0.545047622872517,0.740064227720723,1,earth,0.988899815619393
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0397166437075663
athey2017estimation1,mse,500,10,0.5,0.471420443849638,0.95509847253561,0.607004474848509,0.258306397590786,1,kriging,0.962506520925294
athey2017estimation1,mse,500,10,0.5,0.0949379366356879,0.965656832093373,0.279498970601708,0.979357752716169,1,earth,0.612331188364092
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.196517555793702
athey2017estimation2,mse,500,10,0.5,0.23366762464866,0.827330737374723,0.440227386308834,0.820685441372916,1,kriging,1.29281012667273
athey2017estimation2,mse,500,10,0.5,0.00429951399564743,0.862608654191718,0.420173823367804,0.300441453699023,1,earth,1.19258626052932
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.150717352491773
athey2017estimation2,mse,2000,10,0.5,0.387018007226288,0.760415417375043,0.56678109546192,0.882923379307613,1,kriging,1.75245807491737
athey2017estimation2,mse,2000,10,0.5,0.270732233766466,0.993035778170452,0.733887114562094,0.448633872671053,1,earth,1.75285775117939
athey2017estimation2,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0549202033080899
athey2017estimation2,mse,500,10,0.5,0.317746615735814,0.904226734768599,0.59115526988171,0.776027688756585,1,kriging,1.76304171912228
athey2017estimation2,mse,500,10,0.5,0.574478226248175,0.996206443756819,0.935634996276349,0.676037207245827,1,earth,1.76411533451345
athey2017estimation2,mse,500,10,0.5,5,10,0.05,0,0,notune,0.153685547669738
athey2015machine1,mse,500,10,0.5,0.357827745843679,0.779451553244144,0.340079612564296,0.677982212975621,1,kriging,0.248008766313326
athey2015machine1,mse,500,10,0.5,0.414367101155221,0.800811242312193,0.723479476757348,0.650460961041972,1,earth,0.0225342729683536
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.92810028919405
xlearners4,mse,500,10,0.5,0.142079196171835,0.921781260985881,0.167971660150215,0.904713740106672,1,kriging,0.0179917737819845
xlearners4,mse,500,10,0.5,0.022759318118915,0.776731854537502,0.277178247459233,0.998307017376646,1,earth,0.0178063428720694
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.0237564084657496
athey2017estimation1,mse,2000,10,0.5,0.404662001645193,0.73497456824407,0.477561614010483,0.543259558733553,1,kriging,0.598655795592041
athey2017estimation1,mse,2000,10,0.5,0.708547901362181,0.972228610189632,0.28844724688679,0.319568895967677,1,earth,0.36648853847478
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.045832187822793
xlearners1,mse,2000,10,0.5,0.00966918468475342,0.754743902711198,0.46309626637958,0.95477477950044,1,kriging,9.86239192925306
xlearners1,mse,2000,10,0.5,0.0030294933822006,0.8618300545495,0.747817304218188,0.987034054240212,1,earth,16.0367809864329
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.03366551087346
athey2017estimation1,mse,500,10,0.5,0.324582176283002,0.803202055860311,0.194055260159075,0.869789296062663,1,kriging,0.673513637269693
athey2017estimation1,mse,500,10,0.5,0.0478928107768297,0.956910335691646,0.896011118311435,0.9913898142986,1,earth,0.950257353776528
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.254291444930947
athey2015machine1,mse,500,10,0.5,0.370546642458066,0.863648551283404,0.264237005030736,0.58407239196822,1,kriging,0.223981860522382
athey2015machine1,mse,500,10,0.5,0.219981807516888,0.853261767420918,0.454935918096453,0.958209553966299,1,earth,0.111878024516802
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.02196644089974
athey2015machine1,mse,500,10,0.5,0.299738368252292,0.834258032729849,0.259804029250517,0.649912029271945,1,kriging,0.226918402803515
athey2015machine1,mse,500,10,0.5,0.379846038296819,0.984136926010251,0.689287906279787,0.985251104924828,1,earth,0.0264531325643563
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,2.48154715975658
xlearners4,mse,500,10,0.5,0.173747085500509,0.642286687158048,0.344022599747404,0.944134855177253,1,kriging,0.0065191241262926
xlearners4,mse,500,10,0.5,0.023853913648054,0.944958125473931,0.0900809576269239,0.879375675693154,1,earth,0.00409090897538113
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00910137306176103
athey2015machine1,mse,500,10,0.5,0.33873540116474,0.891622519353405,0.334326523821801,0.557169478386641,1,kriging,0.238708379880788
athey2015machine1,mse,500,10,0.5,0.137150702998042,0.973340282449499,0.144856804050505,0.8979162722826,1,earth,0.243940500135465
athey2015machine1,mse,500,10,0.5,5,10,0.05,0,0,notune,3.08462536841262
xlearners1,mse,2000,10,0.5,0.0231832924764603,0.667079036822543,0.27113452902995,0.821970449993387,1,kriging,8.56988055450517
xlearners1,mse,2000,10,0.5,0.0093614817596972,0.449445416918024,0.442286611767486,0.972927863476798,1,earth,9.9837936881885
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.07486573915937
xlearners1,mse,2000,10,0.5,0.0427865120582283,0.490098172565922,0.399331542430446,0.742881393292919,1,kriging,9.40407898954801
xlearners1,mse,2000,10,0.5,0.0128351903986186,0.730265301419422,0.295870216330513,0.944605397991836,1,earth,9.12762610196984
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,5.04796323083378
xlearners4,mse,2000,10,0.5,0.104733644519001,0.809924852335826,0.0482949102297425,0.98705697664991,1,kriging,0.00211577210434782
xlearners4,mse,2000,10,0.5,0.00997340283356607,0.903091358486563,0.015338939614594,0.960949862375855,1,earth,0.00382928004621709
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00381265060012729
xlearners4,mse,500,10,0.5,0.116809262661263,0.595876477425918,0.0505074074026197,0.76709968666546,1,kriging,0.00806480740150796
xlearners4,mse,500,10,0.5,0.0392542511690408,0.74269311199896,0.170898417476565,0.942914135288447,1,earth,0.00791391584627047
xlearners4,mse,500,10,0.5,5,10,0.05,0,0,notune,0.00976996555831487
athey2017estimation1,mse,500,10,0.5,0.240997886285186,0.755570510635152,0.576980406884104,0.980735041433945,1,kriging,1.02622752767615
athey2017estimation1,mse,500,10,0.5,0.653473316691816,0.989691410912201,0.535364917013794,0.197893942007795,1,earth,1.03825880865599
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.266312897121975
xlearners4,mse,2000,10,0.5,0.276989595033228,0.829830066300929,0.0824067262001336,0.911658759927377,1,kriging,0.001669030063358
xlearners4,mse,2000,10,0.5,0.0016343193128705,0.990537047386169,0.0416530915535986,0.826915708603337,1,earth,0.00207808036341733
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00267565943414607
athey2015machine1,mse,2000,10,0.5,0.342291730456054,0.792464150581509,0.220350979827344,0.544826918281615,1,kriging,0.498896529325458
athey2015machine1,mse,2000,10,0.5,0.578515556873754,0.990096216788515,0.820094617083669,0.474146825028583,1,earth,0.00967040593539334
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.3635710753292
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,2.21035787709103e-06
xlearners6,mse,500,20,0.919243682641536,0.5,0.853289486607537,0.105846413178369,0.99791747960262,1,earth,1.1966468296485e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,6.24087299418651e-07
athey2017estimation1,mse,2000,10,0.5,0.481842780020088,0.7376420754008,0.749756454955786,0.173317261273041,1,kriging,0.99559137030269
athey2017estimation1,mse,2000,10,0.5,0.531229259446263,0.985411560861394,0.985811776714399,0.0425548329949379,1,earth,0.995609933413227
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.040041223319433
athey2017estimation1,mse,2000,10,0.5,0.468408882850781,0.683375167194754,0.388464535586536,0.68004871532321,1,kriging,0.477350914614769
athey2017estimation1,mse,2000,10,0.5,0.273687223671004,0.999157346552238,0.462714675348252,0.328904782421887,1,earth,0.566402734445138
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0232957561823127
xlearners4,mse,2000,10,0.5,0.14547320199199,0.751053418731317,0.0205012056976557,0.895035569323227,1,kriging,0.000534058893757489
xlearners4,mse,2000,10,0.5,0.287729918258265,0.875361647224054,0.0333281187340617,0.993433047318831,1,earth,0.000375056016379015
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00133178766677318
athey2015machine1,mse,2000,10,0.5,0.391779467230663,0.807065307162702,0.305960391182452,0.568715716479346,1,kriging,0.461269903743777
athey2015machine1,mse,2000,10,0.5,0.680118458578363,0.995226352242753,0.960645789280534,0.800486424705014,1,earth,0.00163329297039567
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.58617743322466
xlearners6,mse,2000,20,0.5,0.363774080993608,0.670562978601083,0.328159212367609,0.976077881641686,1,kriging,2.66028536633976e-06
xlearners6,mse,2000,20,0.5,0.0175767780747265,0.563002385897562,0.60518587869592,0.990190061274916,1,earth,5.94550007059655e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.64337120417743e-08
athey2017estimation1,mse,500,10,0.5,0.351175933610648,0.885163879254833,0.421390239847824,0.705091085052118,1,kriging,0.721992595683763
athey2017estimation1,mse,500,10,0.5,0.440873051062226,0.979805576149374,0.14436633978039,0.773737708805129,1,earth,0.622314582244048
athey2017estimation1,mse,500,10,0.5,5,10,0.05,0,0,notune,0.204512489958867
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.3766172419517e-05
