data,stat,n,p,sample.fraction,min.node.size,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners1,mse,500,10,0.5,0.0692227794788778,0.751756166340783,0.488845618674532,0.946288442937657,1,kriging,16.6017410335083
xlearners1,mse,500,10,0.5,0.0014174384996295,0.882346911355853,0.792198687093332,0.763509770389646,1,earth,17.7012994051891
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,17.215955173811
xlearners6,mse,2000,20,0.5,0.829574722098187,0.955900555709377,0.363856222946197,0.997180570149794,1,kriging,3.40124571705746e-07
xlearners6,mse,2000,20,0.5,0.0786567835602909,0.511247294023633,0.00859919819049537,0.997735091019422,1,earth,2.79434778708481e-06
xlearners6,mse,2000,20,0.5,5,20,0.05,0,0,notune,1.14563357757078e-07
xlearners1,mse,500,10,0.5,0.0256405300460756,0.358714756090194,0.546501455362886,0.917992244008929,1,kriging,16.5659709959678
xlearners1,mse,500,10,0.5,0.0265582031570375,0.37274775467813,0.584244958125055,0.982327309437096,1,earth,16.5361402522356
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,16.513993843413
xlearners4,mse,2000,10,0.5,0.197687428677455,0.872757229022682,0.0329450704157352,0.993145690765232,1,kriging,0.00124684970437124
xlearners4,mse,2000,10,0.5,0.033198683289811,0.0618811915628612,0.0322152217850089,0.99101641937159,1,earth,0.00201577159992328
xlearners4,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.00349411193210157
xlearners1,mse,500,10,0.5,0.0105320438742638,0.16101564350538,0.580563049064949,0.830022928770632,1,kriging,18.3036408515997
xlearners1,mse,500,10,0.5,0.00838595815002918,0.909429979044944,0.896356204524636,0.986522258259356,1,earth,18.1234538315002
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,14.0162784468386
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.7219052780129e-06
xlearners6,mse,500,20,0.54256261116825,0.5,0.556393883191049,0.8459418034181,0.229217430343851,1,earth,1.71694164094262e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,2.40111457576933e-06
athey2017estimation1,mse,2000,10,0.5,0.490301581798121,0.74231331073679,0.61581709724851,0.393161345971748,1,kriging,0.988954699425443
athey2017estimation1,mse,2000,10,0.5,0.659223529743031,0.53330803103745,0.979357155272737,0.555535251507536,1,earth,0.988978772773273
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.0365138535477307
athey2017estimation2,mse,2000,10,0.5,0.347672110889107,0.878743000561371,0.594887021929026,0.252452927641571,1,kriging,1.87091859506303
