data,stat,n,p,min.node.size,sample.fraction,mtry,alpha,imbalance.penalty,tuned,method,value
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,kriging,1.06715990451486e-05
xlearners6,mse,500,20,0.531872316030785,0.5,0.486910347361118,0.719525348162279,0.278096806025133,1,earth,2.77582595191478e-06
xlearners6,mse,500,20,5,0.5,20,0.05,0,0,notune,3.64790272574539e-06
athey2017estimation1,mse,2000,10,0.5,0.484038024907932,0.722463303478435,0.443944186437875,0.613947911188006,1,kriging,0.523423120576848
athey2017estimation1,mse,2000,10,0.5,0.692600864218548,0.99388747708872,0.563907353207469,0.398541409289464,1,earth,0.991909873774641
athey2017estimation1,mse,2000,10,0.5,5,10,0.05,0,0,notune,0.016582544913921
athey2015machine1,mse,2000,10,0.5,0.332541390554979,0.771495136898011,0.254126313375309,0.688572097802535,1,kriging,0.4818641360908
athey2015machine1,mse,2000,10,0.5,0.0234025905374438,0.606235445477068,0.00105672865174711,0.956717571476474,1,earth,0.700752880586959
athey2015machine1,mse,2000,10,0.5,5,10,0.05,0,0,notune,3.75295356654417
xlearners1,mse,2000,10,0.5,0.035364335635677,0.919190767453983,0.2671847443562,0.967069540871307,1,kriging,7.23170350978254
xlearners1,mse,2000,10,0.5,0.00412642885930836,0.70116426423192,0.771177750080824,0.981677955016494,1,earth,15.9972456094337
xlearners1,mse,2000,10,0.5,5,10,0.05,0,0,notune,1.73436318397788
xlearners1,mse,500,10,0.5,0.0470600153785199,0.503477975027636,0.307225391967222,0.809166165301576,1,kriging,19.6815361034736
xlearners1,mse,500,10,0.5,0.00759746297262609,0.52286339038983,0.0908530317246914,0.934463027399033,1,earth,18.6825409919788
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,20.3723156506337
xlearners1,mse,500,10,0.5,0.0421001089271158,0.661959692602977,0.778602561447769,0.94402540079318,1,kriging,16.410624475759
xlearners1,mse,500,10,0.5,0.00925961439497769,0.315316165797412,0.801288292743266,0.958731098333374,1,earth,16.3503883061571
xlearners1,mse,500,10,0.5,5,10,0.05,0,0,notune,15.7092937945485
